Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo,Beta,J,J_interp10,Beta_new
bach,1685.0,"Prelude in C Major
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p01.krn,,,,NaN
bach,1685.0,"Prelude in C-sharp Major
 (Das wohltemperirte Clavier, Band II
)",,,,Prelude,wtc2p03.krn,,,,NaN
bach,1685.0,"Prelude in G Major
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p15.krn,2.17,0.9695813117748052,0.970429262540786,-0.0
bach,1685.0,"Prelude in E Minor
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p10.krn,1.85,0.773366060848785,0.3633660269896033,1.53
bach,1685.0,"Prelude No. 17 in F-sharp minor
",,,,Prelude,wtc2p21.krn,0.86,0.8994914542917338,0.3795762932393748,0.88
bach,1685.0,"Fuga 5, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f05.krn,-0.02,0.92257484138675,0.6846205892767203,-0.07
bach,1685.0,"Prelude in E-flat Major
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p07.krn,0.76,0.977134110331502,0.9804667676951464,0.84
bach,1685.0,"Fuga 14, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f14.krn,0.27,0.9772144689629302,0.7959253211579799,0.47
bach,1685.0,"Prelude in F-sharp Major
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p13.krn,-0.08,0.8787325444838199,0.4471948684324158,-0.01
bach,1685.0,"Prelude in D Major
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p05.krn,1.55,0.8752527393734598,0.4455682117035924,1.38
bach,1685.0,"Fuga 12, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f12.krn,4.11,0.0675836176212849,0.0183329269682135,0.9
bach,1685.0,"Prelude in C-sharp Minor
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p04.krn,0.34,0.9461592281014786,0.9549524793889236,0.31
bach,1685.0,"Fuga 19, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f19.krn,0.35,0.2071762637337821,0.0565718444553642,0.17
bach,1685.0,"Fuga 18, Vol. 1
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc1f18.krn,0.4,0.9661631079300032,0.7804696806712892,0.34
bach,1685.0,"Fuga 8, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f08.krn,0.4,0.9507858083080466,0.7804074306868538,0.31
bach,1685.0,"Prelude in C Minor
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p02.krn,1.81,0.4611413046849648,0.1908831929516717,1.35
bach,1685.0,"Fuga 10, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f10.krn,0.62,0.9126729549157514,0.6843949509704325,0.64
bach,1685.0,"Fuga 13, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f13.krn,0.05,0.9583752384795255,0.961749988668266,0.12
bach,1685.0,"Prelude in F Minor
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p12.krn,,,,NaN
bach,1685.0,"Fuga 11, Vol. 1
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc1f11.krn,0.13,0.8727216968206916,0.6473384381871026,0.54
bach,1685.0,"Prelude No. 7 in E-flat major
",,,,Prelude,wtc2p07.krn,1.45,0.5741998266516584,0.5686721787592564,0.63
bach,1685.0,"Fuga 16, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f16.krn,0.77,0.8663833064330875,0.6247823743600065,0.86
bach,1685.0,"Fuga 3, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f03.krn,0.81,0.9475535455376998,0.7880263481371081,0.86
bach,1685.0,"Prelude in E Major
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p09.krn,,,,NaN
bach,1685.0,"Prelude in E Minor
 (Das wohltemperirte Clavier, Band II
)",,,,Prelude,wtc2p09.krn,1.1,0.9694126069197688,0.9612033677961844,1.05
bach,1685.0,"Prelude in C-sharp Minor
 (Das wohltemperirte Clavier, Band II
)",,,,Prelude,wtc2p04.krn,0.42,0.9236308552029292,0.9394209913794332,0.35
bach,1685.0,"Fuga 21, Vol. 2
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc2f21.krn,0.1,0.6122468214684649,0.471189249917568,0.04
bach,1685.0,"Fuga 20, Vol. 1
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc1f20.krn,0.5,0.9725850892124188,0.8004972337871932,0.5
bach,1685.0,"Prelude in B Major
 (Das wohltemperirte Clavier, Band II
)",,,,Prelude,wtc2p23.krn,1.05,0.9304950963156452,0.604368084179943,1.0
bach,1685.0,"Prelude No. 5 in D major
",,,,Prelude,wtc2p05.krn,0.67,0.9644840825655794,0.952504543794648,0.59
bach,1685.0,"Prelude in C Major
 (Das wohltemperirte Clavier, Band II
)",,,,Prelude,wtc2p01.krn,0.66,0.981787480953478,0.9869381042803216,0.82
bach,1685.0,"Fuga 22, Vol. 1
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc1f22.krn,0.01,0.9589316924558912,0.9677592056120808,0.07
bach,1685.0,"Fuga 15, Vol. 1
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc1f15.krn,0.33,0.983315917450395,0.9696952603008444,0.53
bach,1685.0,"Prelude No. 12 in F minor
",,,,Prelude,wtc2p12.krn,1.59,0.981093922865976,0.5914214515740341,1.45
bach,1685.0,"Prelude in G-sharp Minor
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p18.krn,1.18,0.9724743833815964,0.9358049922763584,1.11
bach,1685.0,"Prelude No. 13 in F-sharp major
",,,,Prelude,wtc2p13.krn,0.12,0.9726940619756468,0.9818748754981952,0.28
bach,1685.0,"Prelude No. 14 in F-sharp minor
",,,,Prelude,wtc2p14.krn,0.63,0.9746124439855934,0.9814957608703034,0.66
bach,1685.0,"Prelude in F-sharp Minor
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p14.krn,0.99,0.9281415401269044,0.5977960744988665,0.83
bach,1685.0,"Fuga 24, Vol. 1
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc1f24.krn,0.98,0.8317755502286691,0.6166790521304125,1.09
bach,1685.0,"Prelude in B Minor
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p24.krn,0.68,0.9984060982029028,0.988915452558594,0.77
bach,1685.0,"Prelude in G Minor
 (Das wohltemperirte Clavier, Band I
)",,,,Prelude,wtc1p16.krn,,,,NaN
bach,1685.0,"Prelude in G-sharp Minor
 (Das wohltemperirte Clavier, Band II
)",,,,Prelude,wtc2p18.krn,0.94,0.976641960358645,0.7610098659020557,0.77
bach,1685.0,"Fuga 19, Vol. 1
 (Das wohltemperierte Klavier
)",,,,Fugue,wtc1f19.krn,0.97,0.9824033685314656,0.981263535925361,1.04
bach,1685.0,"Chorale 128. Meines Lebens letzte Zeit
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv381.krn,,,,NaN
bach,1685.0,"Chorale 60. Fur Freuden lasst uns springen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv313.krn,,,,NaN
bach,1685.0,"Chorale 168. Warum betrubst du dich, mein Herz
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv421.krn,,,,NaN
bach,1685.0,"Chorale 85. Herr, straf' mich nicht in deinem Zorn
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv338.krn,,,,NaN
bach,1685.0,"Chorale 155. Schaut, ihr Sunder!
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv408.krn,,,,NaN
bach,1685.0,"Chorale 42. Des heil'gen Geistes reiche Gnad'
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv295.krn,,,,NaN
bach,1685.0,"Chorale 138. Nun preiset alle Gottes Barmherzigkeit
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv391.krn,,,,NaN
bach,1685.0,"Chorale 103. Jesu, du mein liebstes leben
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv356.krn,,,,NaN
bach,1685.0,"Chorale 21. Christ, der du bist der helle Tag
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv273.krn,,,,NaN
bach,1685.0,"Chorale 163. Vater unser im Himmelreich
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv416.krn,,,,NaN
bach,1685.0,"Chorale 179. Wenn wir in hochsten Noten sein
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv432.krn,,,,NaN
bach,1685.0,"Chorale 107. Jesu, meiner Seelen Wonne
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv360.krn,,,,NaN
bach,1685.0,"Chorale 11. Alles ist an Gottes Segen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv263.krn,,,,NaN
bach,1685.0,"Chorale 152. O wie selig seid ihr doch, ihr Frommen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv405.krn,,,,NaN
bach,1685.0,"Chorale 122. Lobt Gott, ihr Christen allzugleich
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv375.krn,,,,NaN
bach,1685.0,"Chorale 52. Erbarm' dich mein, o Herre Gott
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv305.krn,,,,NaN
bach,1685.0,"Chorale 6. Wo Gott der Herr nicht bei uns halt
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv258.krn,,,,NaN
bach,1685.0,"Chorale 83. Herr Jesu Christ, wahr, Mensch und Gott
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv336.krn,,,,NaN
bach,1685.0,"Chorale 119. Lass, o Herr, dein Ohr sich neigen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv372.krn,,,,NaN
bach,1685.0,"Chorale 72. Heilig, Heilig!
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv325.krn,,,,NaN
bach,1685.0,"Chorale 150. O Mensch, schau Jesum Christum an
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv403.krn,,,,NaN
bach,1685.0,"Chorale 2. Ach Gott, erhor' mein Seufzen und Wehklagen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv254.krn,,,,NaN
bach,1685.0,"Chorale 36. Das alte Jahr vergangen ist
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv289.krn,,,,NaN
bach,1685.0,"Chorale 91. Hilf, Herr Jesu, lass gelingen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv344.krn,,,,NaN
bach,1685.0,"Chorale 156. Seelenbrautigam, Jesu, Gottes Lamm
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv409.krn,,,,NaN
bach,1685.0,"Chorale 65. Gottes Sohn ist kommen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv318.krn,,,,NaN
bach,1685.0,"Chorale 28. Christus, der ist mein Leben
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv281.krn,,,,NaN
bach,1685.0,"Chorale 25. Christ lag in Todesbanden
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv277.krn,,,,NaN
bach,1685.0,"Chorale 145. O Gott, du frommer Gott
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv398.krn,,,,NaN
bach,1685.0,"Chorale 46. Dir, dir, Jehova, will ich singen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv299.krn,,,,NaN
bach,1685.0,"Chorale 120. Liebster Jesu, wir sind hier
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv373.krn,,,,NaN
bach,1685.0,"Chorale 8. Allein Gott in der Hoh' sei Ehr'
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv260.krn,,,,NaN
bach,1685.0,"Chorale 90. Hilf, Gott, lass mir's gelingen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv343.krn,,,,NaN
bach,1685.0,"Chorale 62. Gib dich zufrieden und sei stille
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv315.krn,,,,NaN
bach,1685.0,"Chorale 117. Komm, Gott Schopfer, heiliger Geist
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv370.krn,,,,NaN
bach,1685.0,"Chorale 106. Jesu, meiner Seelen Wonne
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv359.krn,,,,NaN
bach,1685.0,"Chorale 109. Jesu, nun sei gepreiset
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv362.krn,,,,NaN
bach,1685.0,"Chorale 82. Herr Jesu Christ, mein's Lebens Licht
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv335.krn,,,,NaN
bach,1685.0,"Chorale 108. Jesu, meines Herzens Freud'
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv361.krn,,,,NaN
bach,1685.0,"Chorale 59. Es woll' uns Gott genadig sein
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv312.krn,,,,NaN
bach,1685.0,"Chorale 183. Wie schon leuchtet der Morgenstern
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv436.krn,,,,NaN
bach,1685.0,"Chorale 105. Jesu, meine Freude
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv358.krn,,,,NaN
bach,1685.0,"Chorale 123. Lobt Gott, ihr Christen allzugleich
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv376.krn,,,,NaN
bach,1685.0,"Chorale 129. Mit Fried' und Freud' ich fahr' dahin
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv382.krn,,,,NaN
bach,1685.0,"Chorale 31. Christus ist erstanden
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv284.krn,,,,NaN
bach,1685.0,"Chorale 149. O Mensch, bewein' dein' Sunde gross
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv402.krn,,,,NaN
bach,1685.0,"Chorale 14. Als vierzig Tag' nach Ostern war'n
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv266.krn,,,,NaN
bach,1685.0,"Chorale 7. Ach, was soll ich Sunder machen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv259.krn,,,,NaN
bach,1685.0,"Chorale 35. Das alte Jahr vergangen ist
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv288.krn,,,,NaN
bach,1685.0,"Chorale 140. O Welt, sieh' hier dein Leben
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv393.krn,,,,NaN
bach,1685.0,"Chorale 64. Gott der Vater wohn' uns bei
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv317.krn,,,,NaN
bach,1685.0,"Chorale 126. Meinen Jesum lass' ich nicht, Jesus
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv379.krn,,,,NaN
bach,1685.0,"Chorale 185. Wo Gott zum Haus nicht gibt sein' Gunst
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv438.krn,,,,NaN
bach,1685.0,"Chorale 111. Jesus Christus, unser Heiland
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv364.krn,,,,NaN
bach,1685.0,"Chorale 34. Dank sei Gott in der Hohe
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv287.krn,,,,NaN
bach,1685.0,"Chorale 100. Jesu, der du meine Seele
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv353.krn,,,,NaN
bach,1685.0,"Chorale 175. Wenn mein Stundlein vorhanden ist
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv428.krn,,,,NaN
bach,1685.0,"Chorale 180. Wer Gott vertraut, hat wohl gebaut
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv433.krn,,,,NaN
bach,1685.0,"Chorale 164. Von Gott will ich nicht lassen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv417.krn,,,,NaN
bach,1685.0,"Chorale 87. Herzlich lieb hab' ich dich, o Herr
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv340.krn,,,,NaN
bach,1685.0,"Chorale 102. Jesu, der du selbst so wohl
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv355.krn,,,,NaN
bach,1685.0,"Chorale 13. Als Jesus Christus in der Nacht
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv265.krn,,,,NaN
bach,1685.0,"Chorale 160. Sollt' ich meinem Gott nicht singen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv413.krn,,,,NaN
bach,1685.0,"Chorale 24. Christ ist erstanden
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv276.krn,0.36,0.9599263924270258,0.989636321609611,0.47
bach,1685.0,"Chorale 61. Gelobet seist du, Jesu Christ
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv314.krn,,,,NaN
bach,1685.0,"Chorale 38. Das walt' mein Gott, Vater, Sohn
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv291.krn,,,,NaN
bach,1685.0,"Chorale 158. Singt dem Herrn ein neues Lied
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv411.krn,,,,NaN
bach,1685.0,"Chorale 182. Wie bist du Seele in mir so gar betrubt
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv435.krn,,,,NaN
bach,1685.0,"Chorale 178. Wenn wir in hochsten Noten sein
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv431.krn,,,,NaN
bach,1685.0,"Chorale 48. Du, o schones Weltgebaude
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv301.krn,,,,NaN
bach,1685.0,"Chorale 33. Danket dem Herren
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv286.krn,,,,NaN
bach,1685.0,"Chorale 56. Es steh'n vor Gottes Throne
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv309.krn,,,,NaN
bach,1685.0,"Chorale 159. So giebst du nun, mein Jesu, gute Nacht
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv412.krn,,,,NaN
bach,1685.0,"Chorale 10. Alle Menschen mussen sterben
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv262.krn,,,,NaN
bach,1685.0,"Chorale 51. Eins ist not, ach Herr, dies Eine
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv304.krn,,,,NaN
bach,1685.0,"Chorale 99. Jesu, der du meine Seele
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv352.krn,,,,NaN
bach,1685.0,"Chorale 165. Von Gott will ich nicht lassen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv418.krn,,,,NaN
bach,1685.0,"Chorale 70. Gott sei uns gnadig
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv323.krn,,,,NaN
bach,1685.0,"Chorale 68. Gottlob, es geht nunmehr zum Ende
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv321.krn,,,,NaN
bach,1685.0,"Chorale 174. Wenn ich in Angst und Not
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv427.krn,,,,NaN
bach,1685.0,"Chorale 88. Heut' ist, o Mensch, ein grosser Trauertag
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv341.krn,,,,NaN
bach,1685.0,"Chorale 78. Herr, ich habe missgehandelt
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv331.krn,,,,NaN
bach,1685.0,"Chorale 97. Ich danke dir, o Gott in deinem Throne
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv350.krn,,,,NaN
bach,1685.0,"Chorale 74. Fur deinen Thron tret' ich hiermit
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv327.krn,,,,NaN
bach,1685.0,"Chorale 86. Herr, wie du willst, so schick's mit mir
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv339.krn,,,,NaN
bach,1685.0,"Chorale 114. In allen meinen Taten
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv367.krn,,,,NaN
bach,1685.0,"Chorale 125. Mein' Augen schliess' ich jetzt
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv378.krn,,,,NaN
bach,1685.0,"Chorale 118. Kyrie! Gott Vater in Ewigkeit
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv371.krn,0.45,0.9728656748419926,0.974465461431528,0.38
bach,1685.0,"Chorale 22. Christe, der du bist Tag und Licht
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv274.krn,,,,NaN
bach,1685.0,"Chorale 79. Herr Jesu Christ, dich zu uns wend'
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv332.krn,,,,NaN
bach,1685.0,"Chorale 40. Der du bist drei in Einigkeit
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv293.krn,,,,NaN
bach,1685.0,"Chorale 37. Das walt' Gott Vater und Gott Sohn
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv290.krn,,,,NaN
bach,1685.0,"Chorale 133. Nun danket Alle Gott
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv386.krn,,,,NaN
bach,1685.0,"Chorale 137. Nun lob', mein' Seel', den Herren
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv390.krn,,,,NaN
bach,1685.0,"Chorale 58. Es woll' uns Gott genadig sein
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv311.krn,,,,NaN
bach,1685.0,"Chorale 57. Es wird schier der letzte Tag herkommen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv310.krn,,,,NaN
bach,1685.0,"Chorale 132. Nun bitten wir den heiligen Geist
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv385.krn,,,,NaN
bach,1685.0,"Chorale 184. Wir glauben all an einen Gott
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv437.krn,0.41,0.9543743149864762,0.9650258071769778,0.31
bach,1685.0,"Chorale 18. Befiehl du deine Wege
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv270.krn,,,,NaN
bach,1685.0,"Chorale 27. Christ, unser Herr, zum Jordan kam
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv280.krn,,,,NaN
bach,1685.0,"Chorale 151. O Traurigkeit, o Herzeleid
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv404.krn,,,,NaN
bach,1685.0,"Chorale 98. Ich hab' mein' Sach' Gott heimgestellt
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv351.krn,,,,NaN
bach,1685.0,"Chorale 9. Allein zu dir, Herr Jesu Christ
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv261.krn,,,,NaN
bach,1685.0,"Chorale 53. Erstanden ist der heil'ge Christ
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv306.krn,,,,NaN
bach,1685.0,"Chorale 143. Nun sich der Tag geendet hat
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv396.krn,,,,NaN
bach,1685.0,"Chorale 69. Gott sei gelobet
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv322.krn,,,,NaN
bach,1685.0,"Chorale 177. Wenn mein Stundlein vorhanden ist
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv430.krn,,,,NaN
bach,1685.0,"Chorale 43. Die Nacht ist kommen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv296.krn,,,,NaN
bach,1685.0,"Chorale 47. Du grosser Schmerzensmann
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv300.krn,,,,NaN
bach,1685.0,"Chorale 92. Ich bin ja, Herr, in deiner Macht
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv345.krn,,,,NaN
bach,1685.0,"Chorale 96. Ich dank' dir schon durch deinen Sohn
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv349.krn,,,,NaN
bach,1685.0,"Chorale 169. Warum sollt' ich mich denn gramen
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv422.krn,,,,NaN
bach,1685.0,"Chorale 17. Aus meines Herzens Grunde
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv269.krn,,,,NaN
bach,1685.0,"Chorale 63. Gott, der du selber bist das Licht
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv316.krn,,,,NaN
bach,1685.0,"Chorale 39. Den Vater dort oben
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv292.krn,,,,NaN
bach,1685.0,"Chorale 45. Diess sind die heil'gen zehn Gebot'
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv298.krn,,,,NaN
bach,1685.0,"Chorale 154. O wir armen Sunder
 (Joh. Seb. Bachs vierstimmige Choralgesange
)",,,,Chorale,chor-bwv407.krn,,,,NaN
