Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo,Beta,J,J_interp10,Beta_new
polish,,"Gloria
 (Msza in Es No 3
)",,,,"Sacred; Mass
",pl-wtm--r-1542--001-002_msza-in-es-no-3-gloria.krn,0.79,0.9634461418692069,0.9830962495036656,0.83
polish,,"Coda
","Coda
",,,"Secular
",pl-wtm--r-1755_coda.krn,0.39,0.9861878709372016,0.9102011672860284,0.37
polish,,"Gloria
 (Msza No 15
)",,,,"Sacred; Mass
",pl-wtm--r-1556--001-002_msza-no-15-gloria.krn,0.76,0.9479497992513172,0.948420310537558,0.72
polish,,"Galop de Salon
",,,,"Secular; Galop
",pl-wtm--r-1686_galop-de-salon.krn,0.78,0.9667628397110456,0.9635352256977264,0.89
polish,,"Zdrowas Panno
",,,,,pl-cz--ii-301_zdrowas-panno.krn,0.98,0.9925350644058936,0.9947119422193242,0.81
polish,,"Kontredans [4]
",,,,"Secular
",pl-wtm--r-1726--001-004_piekna-dziewczyna-z-gandawy-kontredans-4.krn,0.75,0.9393857012657048,0.9899632170687452,0.7
polish,,"In te Domine speravi
",,,,"Sacred
",pl-cz--iii-655_in-te-domine-speravi.krn,1.07,0.974746940431556,0.9621703944411752,1.0
polish,,"Rojno, tłumno, jak nabito
","Allegro.
",,,,pl-wtm--r-1631_rojno-tlumno-jak-nabito.krn,,,,NaN
polish,,"Janie, Janie, Janie
","Andante
",,,"Secular
",pl-wtm--r-1648_janie-janie-janie.krn,0.59,0.9467552966353412,0.9520085509855672,0.62
polish,,"Krakowiak
",,,,"Secular; Krakowiak
",pl-wtm--r-1400--003_krakowiak.krn,,,,NaN
polish,,"Polka z baletu Korsarz
","Allegro moderato
",,,"Secular; March
",pl-wtm--r-1373_polka-z-baletu-korsarz.krn,0.09,0.9744701894044546,0.9607678505077376,0.37
polish,,"Alla Pollacca
",,,,"Secular
",pl-wtm--r-1461--001-034_wszechstronne-cwiczenia-glosowe-alla-pollacca.krn,0.54,0.9692936838058658,0.9858836664830016,0.51
polish,,"Allegretto
 (Divertisment
)","Allegretto
",,,"Secular
",pl-wtm--r-1757--001-001_divertisment-allegretto.krn,0.28,0.9982474290979954,0.9815354730475672,0.39
polish,,"Skowronek
","maestoso.
",,,,pl-wtm--r-1535_skowronek.krn,0.89,0.9316252406739712,0.9384172377485168,0.91
polish,,"O salutaris hostia
",,,,"Sacred
",pl-cz--iii-656_o-salutaris-hostia.krn,0.73,0.982303345784594,0.96084548841051,0.82
polish,,"Offertorium
 (No. 19
)","Andantino.
",,,"Sacred; Mass
",pl-wtm--r-1427--001-005_no-19-offertorium.krn,,,,NaN
polish,,"L’Appogiatura z dołu
","Allegro.
",,,"Secular
",pl-wtm--r-1461--001-027_wszechstronne-cwiczenia-glosowe-l-appogiatura-z-dolu.krn,,,,NaN
polish,,"Mazur
",,,,"Secular; Mazurka
",pl-wtm--r-1393_mazur.krn,0.3,0.979900620439767,0.9831308491080888,0.34
polish,,"Nouveau Divertissement
",,,,"Secular
",pl-wtm--r-1738_nouveau-divertissement.krn,0.65,0.9954463235378538,0.9904661952744942,0.49
polish,,"Oktawy proste
",,,,"Secular
",pl-wtm--r-1461--001-015_wszechstronne-cwiczenia-glosowe-oktawy-proste.krn,,,,NaN
polish,,"Credo
 (Msza No 9
)","Moderato
",,,"Sacred; Mass
",pl-wtm--r-1544--001-004_msza-no-9-credo.krn,0.33,0.9475084169202016,0.9629847256092288,0.42
polish,,"Andante
","Andante.
",,,"Secular
",pl-wtm--r-1461--001-029_wszechstronne-cwiczenia-glosowe-andante.krn,,,,NaN
polish,,"Uczennice Terpsychory - Finale
","All.o md.to [quarter] = 112.
",,,"Secular
",pl-wtm--r-1734_uczennice-terpsychory-finale.krn,0.8,0.9645972800918357,0.9361036769647566,0.71
polish,,"Antiphona
 (Vesperae de Apostolis
)","Adagio
",,,"Sacred; Vespers
",pl-wtm--r-1589--001-003_vesperae-de-apostolis-antiphona.krn,,,,NaN
polish,,"Introducione
 (Okropnosc czyli Nowa Lafarge
)","Allegretto
",,,"Secular
",pl-wtm--r-1664--001-001_okropnosc-czyli-nowa-lafarge-introducione.krn,0.99,0.9459824731481402,0.956386245576676,1.02
polish,,"Gloria
 (Msza in F
)","Allegro moderato
",,,"Sacred; Mass
",pl-wtm--r-1543--001-002_msza-in-f-gloria.krn,1.19,0.9411168685451478,0.9441088333113056,1.22
polish,,"Allegro
 (Noc i poranek w obozie
)","Allegro.
",,,"Secular
",pl-wtm--r-1723--001-005_noc-i-poranek-w-obozie-allegro.krn,0.8,0.945534606617642,0.9603488959700476,0.67
polish,,"Polka
","Maestoso
",,,"Secular; Polka
",pl-wtm--r-1326_polka.krn,0.33,0.9301191622260656,0.9540572471071436,0.4
polish,,"Obertas do baletu Wesele w Ojcowie
",,,,"Secular
",pl-wtm--r-1697_obertas-do-baletu-wesele-w-ojcowie.krn,0.28,0.9074953286027172,0.958062541317864,0.26
polish,,"Dona nobis
 (Msza in F
)","Allegro moderato.
",,,"Sacred; Mass
",pl-wtm--r-1543--001-008_msza-in-f-dona-nobis.krn,0.74,0.973666269879238,0.9827604790086534,0.88
polish,,"Spiewka Błazeja z operetki Piorun
",,,,"Secular
",pl-wtm--r-1443_spiewka-blazeja-z-operetki-piorun.krn,,,,NaN
polish,,"O przenajswietsza Mateczko Boza
","Andantino
",,,"Secular
",pl-wtm--r-1661_o-przenajswietsza-mateczko-boza.krn,,,,NaN
polish,,"Chor za scena
 (Hans Jurga
)",,,,"Secular
",pl-wtm--r-1762--001-006_hans-jurga-chor-za-scena.krn,,,,NaN
polish,,"Polonez grany na balu
",,,,,pl-wtm--r-1673_polonez-grany-na-balu.krn,0.67,0.996074874265257,0.8198159896341637,0.66
polish,,"Trwac w Chrystusa swietej wierze
","Adagio
",,,"Secular
",pl-wtm--r-1658_trwac-w-chrystusa-swietej-wierze.krn,,,,NaN
polish,,"Polonaise
",,,,,pl-wnifc--6434-n--002_polonaise.krn,0.45,0.9157985095315656,0.7511466450167451,0.48
polish,,"Furioso
 (Marsz załobny No. 4
)",,,,"Secular; March
",pl-wtm--r-1582--001-001_marsz-zalobny-no-4-furioso.krn,,,,NaN
polish,,"Sanctus
 (Msza No 9
)",,,,"Sacred; Mass
",pl-wtm--r-1544--001-006_msza-no-9-sanctus.krn,,,,NaN
polish,,"Mazur
",,,,"Secular; Mazurka
",pl-wtm--r-1337--002_mazur.krn,0.03,0.9704582746144336,0.9668161779979374,0.1
polish,,"Dona nobis
 (Msza No 9
)",,,,"Sacred; Mass
",pl-wtm--r-1544--001-009_msza-no-9-dona-nobis.krn,0.65,0.9754768594680382,0.9754078762249448,0.66
polish,,"Radosci pełne zabłysło swieto
","Allegro Maestoso.
",,,,pl-wtm--r-1634_radosci-pelne-zablyslo-swieto.krn,0.34,0.9721587488619768,0.9883928836377004,0.41
polish,,"Ten moj ostatni
",,,,"Secular
",pl-wtm--r-1719_ten-moj-ostatni.krn,0.35,0.9849932689909632,0.9774635058713286,0.36
polish,,"Dniu pozadany, dniu miły
","Andantino.
",,,,pl-wtm--r-1626_dniu-pozadany-dniu-mily.krn,,,,NaN
polish,,"Allegro moderato
",,,,"Secular
",pl-wtm--r-1405--001_allegro-moderato.krn,0.74,0.9622299292431392,0.7842891203834879,0.69
polish,,"Ouverture
 (Oj zoneczka
)","Andante.
",,,"Secular
",pl-wtm--r-1690--001-001_oj-zoneczka-ouverture.krn,0.7,0.918982662686606,0.9275455262344507,0.71
polish,,"Gloria
 (No. 19
)","Allegro moderato.
",,,"Sacred; Mass
",pl-wtm--r-1427--001-002_no-19-gloria.krn,,,,NaN
polish,,"Kolka-Polka
",,,,"Secular; Polka
",pl-wtm--r-1683_kolka-polka.krn,0.6,0.9440141256720658,0.9481116817586508,0.6
polish,,"Polonez Gwiazdka
","Polonez Gwiazdka. 1872 r.
",,,"Secular; Polonaise
",pl-wtm--r-1331_polonez-gwiazdka.krn,0.49,0.9250972332046292,0.937840770894518,0.45
polish,,"W dniu szczesliwym swieta twego
",,,,,pl-wtm--r-1650_w-dniu-szczesliwym-swieta-twego.krn,1.03,0.9729294009501344,0.9945981329561074,1.05
polish,,"Andante
",,,,"Secular
",pl-wtm--r-1405--003_andante.krn,1.37,0.9526605748445716,0.9584598826077434,1.47
polish,,"Galop
",,,,"Secular; Galop
",pl-wtm--r-1405--006_galop.krn,0.54,0.9476654180663944,0.7697046650925269,0.61
polish,,"Gloria
 (Msza Swieta
)","Allo. Moderato
",,,"Sacred; Mass
",pl-kozmzk--mzk-m-26--001-002_msza-swieta-gloria.krn,,,,NaN
polish,,"Kyrie
 (Msza Swieta
)","Allo Moderato.
",,,"Sacred; Mass
",pl-kozmzk--mzk-m-26--001-001_msza-swieta-kyrie.krn,,,,NaN
polish,,"Anna Polka
",,,,"Secular; Polka
",pl-wtm--r-1346_anna-polka.krn,0.05,0.994967307782434,0.9931698696757204,0.0
polish,,"Agnus Dei
 (Missa No 13
)","Adagio.
",,,"Sacred; Mass
",pl-wtm--r-1552--001-008_missa-no-13-agnus-dei.krn,0.05,0.98896313379261,0.9826702841086796,0.07
polish,,"No. 3 - Tempo di valca
 (Okropnosc czyli Nowa Lafarge
)","Tempo di Valca
",,,"Secular
",pl-wtm--r-1664--001-004_okropnosc-czyli-nowa-lafarge-no-3-tempo-di-valca.krn,,,,NaN
polish,,"Kwieciarka
","Allegro mod.to.
",,,,pl-wtm--r-1534_kwieciarka.krn,0.46,0.9612207589241392,0.959286276842685,0.28
polish,,"No. 1
","Allegretto
",,,"Secular
",pl-wtm--r-1423--001-001_les-amours-du-village-no-1.krn,0.87,0.9682509764216144,0.7546078772773017,1.0
polish,,"Andante maestoso
","Andante maestoso.
",,,"Secular
",pl-wtm--r-1325_andante-maestoso.krn,1.03,0.9565514373964727,0.9654715910331284,1.01
polish,,"Marcia funebre
","Allegro
",,,,pl-wtm--r-1668_marcia-funebre.krn,0.99,0.9572036984162432,0.9620722075169628,1.0
polish,,"Benedictus
 (No. 19
)","Andante.
",,,"Sacred; Mass
",pl-wtm--r-1427--001-007_no-19-benedictus.krn,,,,NaN
polish,,"Polonez
",,,,,pl-wtm--r-1677_polonez.krn,0.6,0.939234864220274,0.9574031565077304,0.53
polish,,"Tercje proste
",,,,"Secular
",pl-wtm--r-1461--001-005_wszechstronne-cwiczenia-glosowe-tercje-proste.krn,,,,NaN
polish,,"Kwinty z portamento
",,,,"Secular
",pl-wtm--r-1461--001-010_wszechstronne-cwiczenia-glosowe-kwinty-z-portamento.krn,,,,NaN
polish,,"Allegretto
 (La Noce ou Les amours du Village
)",,,,"Secular
",pl-wtm--r-1740--001-003_la-noce-ou-les-amours-du-village-allegretto.krn,0.9,0.9527479438596784,0.7412899853559025,0.85
polish,,"Agnus Dei
 (Requiem
)","Adagio.
",,,"Sacred; Requiem
",pl-wtm--r-1607--001-006_requiem-agnus-dei.krn,,,,NaN
polish,,"Sanctus
 (Requiem
)","Adagio
",,,"Sacred; Requiem
",pl-wtm--r-1607--001-004_requiem-sanctus.krn,,,,NaN
polish,,"Allegro
","Allegro.
",,,"Secular
",pl-wtm--r-1461--001-025_wszechstronne-cwiczenia-glosowe-allegro.krn,,,,NaN
polish,,"Ave Maria
","Andante
",,,"Sacred
",pl-wtm--r-1586_ave-maria.krn,0.68,0.9511110009671124,0.9654729236993882,0.65
polish,,"Aria buffa z operetki Piorun
",,,,"Secular
",pl-wtm--r-1440_aria-buffa-z-operetki-piorun.krn,0.63,0.9802791457321997,0.9783791644232256,0.69
polish,,"Arietta per il Alto
 (Stabat Mater
)","Adagio
",,,"Sacred
",pl-wtm--r-1564--001-010_stabat-mater-arietta-per-il-alto.krn,0.55,0.9350723782260176,0.930254689983534,0.59
polish,,"Na Bielanach
",,,,,pl-wtm--r-1503_na-bielanach.krn,0.79,0.995524481045012,0.9847799257711924,0.8
polish,,"Polonez
","Polonez.
",,,"Secular; Polonaise
",pl-wtm--r-1361_polonez.krn,0.63,0.978263747832643,0.990119835807906,0.73
polish,,"No. 1
","Allegretto.
",,,"Secular
",pl-wtm--r-1447--001-001_spiewki-z-obrazku-dramatycznego-floryna-no-1.krn,0.45,0.9601548235936508,0.9321634526579556,0.31
polish,,"Graduale
 (No. 19
)","Andante.
",,,"Sacred; Mass
",pl-wtm--r-1427--001-003_no-19-graduale.krn,,,,NaN
polish,,"Offertorium
 (Msza No 1
)",,,,"Sacred; Mass
",pl-wtm--r-1539--001-005_msza-no-1-offertorium.krn,,,,NaN
polish,,"Maestoso
 (Suita
)","Maestoso
",,,"Secular; Suite
",pl-wtm--r-1421--001-001_suita-maestoso.krn,0.33,0.9301191622260656,0.9540572471071436,0.4
polish,,"Allegretto
",,,,"Secular
",pl-wtm--r-1405--005_allegretto.krn,,,,NaN
polish,,"Kyrie
 (Msza No 14
)",,,,"Sacred; Mass
",pl-wtm--r-1555--001-001_msza-no-14-kyrie.krn,0.28,0.961686476145201,0.96611674252333,0.32
polish,,"Polonez na ustroniu
",,,,"Secular; Polonaise
",pl-wtm--r-1434_polonez-na-ustroniu.krn,0.41,0.952481339751198,0.9482444921376236,0.43
polish,,"Kyrie
 (Msza No 15
)",,,,"Sacred; Mass
",pl-wtm--r-1556--001-001_msza-no-15-kyrie.krn,0.3,0.9444890663475514,0.9576774518607504,0.33
polish,,"Sub tuum praesidium
",,,,,pl-wtm--r-1459_sub-tuum-praesidium.krn,0.37,0.989931243989722,0.9794948847537251,0.3
polish,,"Mazur
",,,,"Secular; Mazurka
",pl-wtm--r-1337--001_mazur.krn,-0.17,0.9547625120865122,0.9709233825891054,-0.02
polish,,"Credo
 (Missa No 13
)",,,,"Sacred; Mass
",pl-wtm--r-1552--001-004_missa-no-13-credo.krn,0.2,0.9626829690134256,0.960431333521246,0.18
polish,,"Mazur na zadanie
",,,,"Secular; Mazurka
",pl-wtm--r-1715_mazur-na-zadanie.krn,0.05,0.9802308655043752,0.9813416795072594,0.14
polish,,"No. 2
 (Oj zoneczka
)",,,,"Secular
",pl-wtm--r-1690--001-003_oj-zoneczka-no-2.krn,,,,NaN
polish,,"Wspomnienie
","No 12. Allegretto.
",,,"Secular
",pl-wtm--r-1655_wspomnienie.krn,0.93,0.9637913802827586,0.9621301444239212,1.03
polish,,"Agnus Dei
 (Msza in Es No 3
)","adagio.
",,,"Sacred; Mass
",pl-wtm--r-1542--001-008_msza-in-es-no-3-agnus-dei.krn,0.66,0.928924001552308,0.7713280473897888,0.67
polish,,"Zaczynajcie basem grajki
",,,,,pl-wtm--r-1507_zaczynajcie-basem-grajki.krn,0.4,0.9684318966158209,0.9678313364489244,0.44
polish,,"Allegretto
 (Noc i poranek w obozie
)","Allegretto.
",,,"Secular
",pl-wtm--r-1723--001-003_noc-i-poranek-w-obozie-allegretto.krn,-0.06,0.9777233315497668,0.995644780600156,0.21
polish,,"Mazur
",,,,"Secular; Mazurka
",pl-wtm--r-1392_mazur.krn,0.35,0.9787158787137652,0.9909510823573208,0.34
polish,,"Kyrie
 (Msza in F
)","Andante.
",,,"Sacred; Mass
",pl-wtm--r-1543--001-001_msza-in-f-kyrie.krn,0.78,0.9786554916460052,0.9694123301057964,0.76
polish,,"Witaj Krolowa
","Andante.
",,,,pl-wtm--r-1585-1_witaj-krolowa.krn,,,,NaN
polish,,"No. 4
 (Okropnosc czyli Nowa Lafarge
)",,,,"Secular
",pl-wtm--r-1664--001-005_okropnosc-czyli-nowa-lafarge-no-4.krn,1.07,0.9649882111810352,0.9900107704272318,1.11
polish,,"Polka
","Allegro
",,,"Secular; Polka
",pl-wtm--r-1330_polka.krn,0.3,0.9917031983793824,0.9741299088639578,0.38
polish,,"Pas de deux Russe
",,,,"Secular
",pl-wtm--r-1736_pas-de-deux-russe.krn,1.21,0.99071526415951,0.9860453118001654,1.13
polish,,"Valc
",,,,"Secular; Waltz
",pl-wtm--r-1420--003_valc.krn,0.99,0.982947605060253,0.9927536007806216,0.86
polish,,"No. 7 - Moderato
 (Okropnosc czyli Nowa Lafarge
)","Moderato.
",,,"Secular
",pl-wtm--r-1664--001-010_okropnosc-czyli-nowa-lafarge-no-7-moderato.krn,1.06,0.9743026382551112,0.8150095533038412,0.97
polish,,"Marsz
",,,,"Secular; March
",pl-wtm--r-1407_marsz.krn,0.45,0.9544736390446728,0.9734911354481816,0.34
polish,,"Benedictus
 (Msza No 1
)",,,,"Sacred; Mass
",pl-wtm--r-1539--001-007_msza-no-1-benedictus.krn,,,,NaN
polish,,"Dona nobis
 (No. 19
)","Allegro moderato.
",,,"Sacred; Mass
",pl-wtm--r-1427--001-009_no-19-dona-nobis.krn,,,,NaN
polish,,"Graduale
 (Msza Swieta
)","Andante
",,,"Sacred; Mass
",pl-kozmzk--mzk-m-26--001-003_msza-swieta-graduale.krn,,,,NaN
polish,,"Babo, zwawo, włoz czop w prawo
","Allegro.
",,,,pl-wtm--r-1478_babo-zwawo-wloz-czop-w-prawo.krn,,,,NaN
polish,,"Andante
 (Stabat Mater
)","Andante.
",,,"Sacred
",pl-wtm--r-1564--001-001_stabat-mater-andante.krn,0.83,0.8987298261487175,0.892190705063962,0.89
polish,,"Mazur G Nr 2
","Wstęp do Mazura. Maestoso.
",,,"Secular; Mazurka
",pl-wtm--r-1345_mazur-g-nr-2.krn,0.72,0.9924702025442173,0.9873320444472132,0.78
polish,,"Dziwak Mazur
",,,,"Secular; Mazurka
",pl-wtm--r-1751_dziwak-mazur.krn,0.96,0.9931290367546008,0.9870753176889596,0.9
polish,,"Antiphona
 (Antiphonae ad Vesperas
)","Antiphona V Adagio.
",,,"Sacred
",pl-wtm--r-1588--001-005_antiphonae-ad-vesperas-antiphona.krn,,,,NaN
polish,,"Obertas mazur na ustroniu
",,,,"Secular
",pl-wtm--r-1712_obertas-mazur-na-ustroniu.krn,0.41,0.9762397392011932,0.9867878379608632,0.44
polish,,"Adagio
",,,,Adagio,pl-wtm--r-1461--001-038_wszechstronne-cwiczenia-glosowe-adagio.krn,0.79,0.9891213713743616,0.9843105078472438,0.69
polish,,"Magnificat
 (Antiphonae ad Vesperas
)","Adagio.
",,,"Sacred; Vespers
",pl-wtm--r-1588--001-007_antiphonae-ad-vesperas-magnificat.krn,,,,NaN
polish,,"Bitwa pod Ostrołeka
",,,,"Secular
",pl-wtm--r-1416_bitwa-pod-ostroleka.krn,0.84,0.9536909084849562,0.942624310018924,0.78
polish,,"Sanctus
 (Msza No 14
)",,,,"Sacred; Mass
",pl-wtm--r-1555--001-006_msza-no-14-sanctus.krn,,,,NaN
polish,,"Maj mazur
",,,,"Secular; Mazurka
",pl-wtm--r-1692_maj-mazur.krn,,,,NaN
polish,,"Oj, nie to, to
",,,,,pl-wtm--r-1499_oj-nie-to-to.krn,,,,NaN
polish,,"No. 4
 (Oj zoneczka
)","Allo.
",,,"Secular
",pl-wtm--r-1690--001-005_oj-zoneczka-no-4.krn,,,,NaN
polish,,"No. 1 - Allegro moderato
 (Okropnosc czyli Nowa Lafarge
)","Allegro moderato
",,,"Secular
",pl-wtm--r-1664--001-002_okropnosc-czyli-nowa-lafarge-no-1-allegro-moderato.krn,,,,NaN
polish,,"Offertorium
 (Msza No 14
)","Andantino
",,,"Sacred; Mass
",pl-wtm--r-1555--001-005_msza-no-14-offertorium.krn,1.09,0.99261849589508,0.9802751683515608,1.09
polish,,"Mazur Stefaniego
",,,,"Secular; Mazurka
",pl-wtm--r-1752_mazur-stefaniego.krn,0.68,0.9362315105731284,0.9612892397101016,0.66
polish,,"Pas de deux pour L’Arlequin et Coloumbine
","Allegro moderato.
",,,"Secular
",pl-wtm--r-1737_pas-de-deux-pour-l-arlequin-et-coloumbine.krn,0.46,0.9667609945503568,0.9743204621380682,0.49
polish,,"No. 3
","Nº 3.
",,,"Secular
",pl-wtm--r-1423--001-003_les-amours-du-village-no-3.krn,0.79,0.9861182839711504,0.7845374468678719,0.73
polish,,"Andante
",,,,"Secular
",pl-wtm--r-1351_andante.krn,0.42,0.9871467431999236,0.9952187353232856,0.58
polish,,"Na Bielanach
","Allegro moderato.
",,,"Secular
",pl-wtm--r-1711_na-bielanach.krn,0.8,0.949748213115156,0.9646100084509128,0.75
polish,,"Brzydko, kiedy chłop pije
","Tempo alla Mazurek.
",,,,pl-wtm--r-1469_brzydko-kiedy-chlop-pije.krn,-0.13,0.9332058029325484,0.9372824031431904,-0.02
polish,,"Andantino
","Andantino.
",,,"Secular
",pl-wtm--r-1461--001-030_wszechstronne-cwiczenia-glosowe-andantino.krn,0.56,0.9899804647712174,0.9789737274402798,0.64
polish,,"Szalona Marychna
",,,,"Secular; March
",pl-wtm--r-1367_szalona-marychna.krn,-0.02,0.99799063984722,0.7366306038137459,0.13
polish,,"Spiewka Basi z operety Piorun
",,,,"Secular
",pl-wtm--r-1441_spiewka-basi-z-operety-piorun.krn,0.22,0.9666561488141362,0.9419120066286344,0.24
polish,,"Danse
",,,,"Secular
",pl-wtm--r-1404--002_danse.krn,0.55,0.9917704796379718,0.9921401533219902,0.54
polish,,"Polka
","Polka Moderato.
",,,"Secular; Polka
",pl-wtm--r-1425--002_polka.krn,-0.04,0.993764428147792,0.9796769389578832,0.08
polish,,"Dona nobis
 (Msza No 14
)","Allegro moderato.
",,,"Sacred; Mass
",pl-wtm--r-1555--001-009_msza-no-14-dona-nobis.krn,1.03,0.9627241028259148,0.9659534138390043,1.12
polish,,"Offertorium
 (Msza No 9
)",,,,"Sacred; Mass
",pl-wtm--r-1544--001-005_msza-no-9-offertorium.krn,0.09,0.9935959469172468,0.9774803181601516,0.01
polish,,"Chryste Jezu
 (Requiem
)",,,,"Sacred; Requiem
",pl-cz--ii-8--001-003_requiem-chryste-jezu.krn,,,,NaN
polish,,"Allegro
 (Hans Jurga
)",,,,"Secular
",pl-wtm--r-1762--001-003_hans-jurga-allegro.krn,,,,NaN
polish,,"Kontredans [5]
",,,,"Secular
",pl-wtm--r-1726--001-005_piekna-dziewczyna-z-gandawy-kontredans-5.krn,0.53,0.9888200280864514,0.9941717250911828,0.31
polish,,"[Piano music]
",,,,"Secular
",pl-wtm--r-1405--004_piano-music.krn,,,,NaN
polish,,"Septymy z portamento
",,,,"Secular
",pl-wtm--r-1461--001-014_wszechstronne-cwiczenia-glosowe-septymy-z-portamento.krn,,,,NaN
polish,,"Rok 1863
",,,,"Secular
",pl-wtm--r-1717_rok-1863.krn,0.75,0.9441217765187838,0.9647196601155774,0.51
polish,,"Benedictus
 (Msza No 9
)",,,,"Sacred; Mass
",pl-wtm--r-1544--001-007_msza-no-9-benedictus.krn,0.5,0.9553339406670802,0.9697031278505276,0.38
polish,,"Mazur-Obertas
",,,,"Secular; Mazurka
",pl-wtm--r-1696_mazur-obertas.krn,0.22,0.9678662762435308,0.934417803836321,0.29
polish,,"Duetino
 (Stabat Mater
)","Adagio.
",,,"Sacred
",pl-wtm--r-1564--001-009_stabat-mater-duetino.krn,1.28,0.9623656526719088,0.9735618960825636,1.26
polish,,"Sanctus
 (No. 19
)","Adagio.
",,,"Sacred; Mass
",pl-wtm--r-1427--001-006_no-19-sanctus.krn,,,,NaN
polish,,"Marche
",,,,"Secular; March
",pl-wtm--r-1398_marche.krn,0.53,0.9678426916288304,0.9831453062216092,0.57
polish,,"Les Adieux de Berlin
",,,,,pl-wtm--r-1675_les-adieux-de-berlin.krn,0.49,0.9714583078773122,0.9649146194840382,0.49
polish,,"Allegro
","Allegro
",,,"Secular
",pl-wtm--r-1461--001-018_wszechstronne-cwiczenia-glosowe-allegro.krn,,,,NaN
polish,,"Finale
 (Quartetto
)","Allegro con brio
",,,Quartet,pl-wtm--r-1432--001-004_quartetto-finale.krn,0.65,0.993859832414524,0.9845579371012526,0.6
polish,,"Sanctus
 (Msza No 8
)",,,,"Sacred; Mass
",pl-wtm--r-1549--001-004_msza-no-8-sanctus.krn,,,,NaN
polish,,"Graduale
 (Msza No 9
)",,,,"Sacred; Mass
",pl-wtm--r-1544--001-003_msza-no-9-graduale.krn,0.36,0.9597660212990776,0.9720854294834288,0.26
polish,,"Allegro
",,,,"Secular
",pl-wtm--r-1350--001-008_fraszka-muzyczna-allegro.krn,,,,NaN
polish,,"Gamma chromatyczna
",,,,"Secular
",pl-wtm--r-1461--001-021_wszechstronne-cwiczenia-glosowe-gamma-chromatyczna.krn,,,,NaN
polish,,"Piekne serce ja zdobiło
","Andantino
",,,,pl-wtm--r-1638_piekne-serce-ja-zdobilo.krn,,,,NaN
polish,,"Andantino
","Andantino.
",,,"Secular
",pl-wtm--r-1350--001-011_fraszka-muzyczna-andantino.krn,,,,NaN
polish,,"Povera Cantatrice
",,,,,pl-wtm--r-1489_povera-cantatrice.krn,,,,NaN
polish,,"Sanctus
 (Msza in Es No 3
)",,,,"Sacred; Mass
",pl-wtm--r-1542--001-006_msza-in-es-no-3-sanctus.krn,1.29,0.9843209546512924,0.9930111031100768,1.42
polish,,"Kyrie
 (No. 19
)","Andantino.
",,,"Sacred; Mass
",pl-wtm--r-1427--001-001_no-19-kyrie.krn,,,,NaN
polish,,"No. 6
 (Oj zoneczka
)",,,,"Secular
",pl-wtm--r-1690--001-007_oj-zoneczka-no-6.krn,,,,NaN
polish,,"Goral Spiewka
",,,,,pl-wtm--r-1497_goral-spiewka.krn,,,,NaN
polish,,"Polonez
","Polonez
",,,"Secular; Polonaise
",pl-wtm--r-1332_polonez.krn,0.42,0.9835620732771768,0.9738151910662282,0.48
polish,,"Marsz załobny
","Adagio.
",,,"Sacred; March
",pl-wtm--r-1572_marsz-zalobny.krn,,,,NaN
polish,,"Adagio-Andantino
 (Noc i poranek w obozie
)","Adagio
",,,Adagio,pl-wtm--r-1723--001-004_noc-i-poranek-w-obozie-adagio-andantino.krn,0.22,0.912945534221894,0.9613912057179892,0.29
polish,,"Do Ciebie
","Allegro marciale.
",,,,pl-wtm--r-1633_do-ciebie.krn,,,,NaN
polish,,"Salve Regina
 (Requiem
)","Andante.
",,,"Sacred; Requiem
",pl-wtm--r-1607--001-007_requiem-salve-regina.krn,0.04,0.9785379849441644,0.9871959137844316,0.17
polish,,"Andantino
 (Stabat Mater
)",,,,"Sacred
",pl-wtm--r-1564--001-011_stabat-mater-andantino.krn,0.27,0.9508943409542804,0.9954905346940184,0.28
polish,,"Stabat Mater
","Andantino.
",,,,pl-wtm--r-1429_stabat-mater.krn,0.24,0.987573082759358,0.9896854035976848,0.31
polish,,"Offertorium
 (Msza Swieta
)","Andantino.
",,,"Sacred; Mass
",pl-kozmzk--mzk-m-26--001-005_msza-swieta-offertorium.krn,0.12,0.9483285577189202,0.9487539927277532,0.32
polish,,"Allegretto
 (Suita
)",,,,"Secular; Suite
",pl-wtm--r-1421--001-002_suita-allegretto.krn,0.36,0.963079050561543,0.9747393477498212,0.4
polish,,"Polonez z dawnych lat
",,,,,pl-wtm--r-1681_polonez-z-dawnych-lat.krn,0.37,0.9326900170093844,0.959075243457729,0.22
polish,,"Polonez
",,,,"Secular; Polonaise
",pl-wtm--r-1424--001_polonez.krn,0.72,0.9630979168918252,0.9808837538423036,0.91
polish,,"Sanctus
 (Msza Swieta
)","Adagio.
",,,"Sacred; Mass
",pl-kozmzk--mzk-m-26--001-006_msza-swieta-sanctus.krn,,,,NaN
polish,,"Piesn
",,,,,pl-wtm--r-1505_piesn.krn,0.29,0.9909222896921748,0.9680633973838982,0.31
polish,,"Polonaise
",,,,,pl-wnifc--6434-n--001_polonaise.krn,0.66,0.9480632215931464,0.953004344231326,0.55
polish,,"Siewacz
","Allo. mod.to
",,,"Secular
",pl-wtm--r-1659_siewacz.krn,,,,NaN
