Compositor,Fecha de nacimiento,Titulo de la obra,Movimiento o indicacion de tempo,Opus,Numero de la obra,Genero,Archivo
chopin,NaN,"ALLEGRO VIVACE. Impromptu
",NaN,"Op. 51
",NaN,Impromptu,051-1-HO.krn
chopin,NaN,"Mazurka No. 3.
","Vivace.
","Op. 33.
",NaN,Mazurka,033-1a-Sm-003.krn
chopin,NaN,"Mazurka No. 2.
","VIVO MA NON TROPPO.
","Op. 7
",NaN,Mazurka,007-1-W-002.krn
chopin,NaN,"Poseł
","M. M. [eighth] = 100.
","Op. 74
",NaN,"Song
",074-1-G-007.krn
chopin,NaN,"Mazurka. No. 3
","ALLEGRO NON TROPPO.
","Op. 30
",NaN,Mazurka,030-1-BH-003.krn
chopin,NaN,"Valse No. 4
","[quarter] = 144
","Op. 70
",NaN,"Waltz
",070-1-MEIf-002.krn
chopin,NaN,"VALSE.
",NaN,"Op. 42
",NaN,"Waltz
",042-1-BH.krn
chopin,NaN,"Fantaisie
","TEMPO di MARCIA.
","Op. 49
",NaN,"Fantasie
",049-1a-Sm.krn
chopin,NaN,"Etude 3me.
","([quarter] = 120.)
","Op. 25
",NaN,Etude,025_1-6-1d-BH-003.krn
chopin,NaN,"Premier Trio pour Piano, Violon et Violoncelle
","M.M. [quarter] = 152. Allegro con fuoco.
","Op. 8
",NaN,Trio,008-1-Sm-001-violoncello.krn
chopin,NaN,"Etude No. 10.
","VIVACE ASSAI.
","Op. 10
",NaN,Etude,010_7-12-1-KI-010.krn
chopin,NaN,"Valse No. 3
","Vivace.
","Op. 34
",NaN,"Waltz
",034_3-1-BH-003.krn
chopin,NaN,"Polonaise g minor
",NaN,"Op. Posth.
",NaN,"Polonaise
",PolGm-1-CY.krn
chopin,NaN,"Preludium No. 17
","Allegretto.
","Op. 28
",NaN,"Prelude
",028_13-24-1a-C-017.krn
chopin,NaN,"POLONAISE 2.
","MAESTOSO.
","Op. 26
",NaN,"Polonaise
",026-1-BH-002.krn
chopin,NaN,"Premier Trio pour Piano, Violon et Violoncelle
","ALLEGRO CON FUOCO.
","Op. 8
",NaN,Trio,008-1c-KI-001-violino.krn
chopin,NaN,"No. 2.
","Lento.
","Op. 63
",NaN,"Mazurka
",063-1-BR-002.krn
chopin,NaN,"ALLEGRO DI CONCERT.
","Allegro maestoso.
","Op. 46.
",NaN,"Allegro
",046-1-WS.krn
chopin,NaN,"1. Nocturne.
","LENTO.
","Op. 37.
",NaN,Nocturne,037-1a-TR-001.krn
chopin,NaN,"Mazourka No. 3.
","Moderato.
","Op. 50
",NaN,"Mazurka
",050-1-ME-003.krn
chopin,NaN,"No. 2.
","Allegretto.
","Op. 59
",NaN,"Mazurka
",059-1-BR-002.krn
chopin,NaN,"Valse No. 5e.
","[quarter] = 108
","Op. 70
",NaN,"Waltz
",070-1-MEIf-003.krn
chopin,NaN,"Rondo a deux pianos - Piano Secondo
","Allegro maestoso.
","Op. 73
",NaN,"Rondo
",073-1x-Sam-Secondo.krn
chopin,NaN,"No. 13. Melancholy. (Melancholie.)
","LENTO. M. M. [quarter] = 63.
","Op. 74
",NaN,,074-1c-LW-013.krn
chopin,NaN,"Sonate. Presto.
",NaN,"Op. 35
",NaN,"Sonata
",035-1a-TR-004.krn
chopin,NaN,"Nocturne No. II.
","Lento.
","Op. 62
",NaN,Nocturne,062-1-BR-002.krn
chopin,NaN,"Wiosna
","M. M. [quarter-dot] = 69.
","op. 74
",NaN,"Song
",074-1-G-002.krn
chopin,NaN,"Prelude
","Sostetuno.
","Op. 45
",NaN,Prelude,045-1a-ME-001.krn
chopin,NaN,"Preludium No. 1
","Agitato.
","Op. 28
",NaN,"Prelude
",028-1-BH-001.krn
chopin,NaN,"Mazourka No. 2
","Allegretto.
","Op. 59
",NaN,"Mazurka
",059-1a-ST-002.krn
chopin,NaN,"Berceuse
","Andante.
","Op. 57
",NaN,"Berceuse
",057-2-BH.krn
chopin,NaN,"Sonate Bb minor, Scherzo
",NaN,"Op. 35
",NaN,Scherzo,035-1a-TR-002.krn
chopin,NaN,"Sonata
",NaN,"Op. 65
",NaN,Sonata,065-1-BH-003-violino.krn
chopin,NaN,"1er Nocturne
","Andante cantabile.
","Op. 15
",NaN,Nocturne,015-1a-BH-001.krn
chopin,NaN,"Mazurka No. 4.
","M.M. [half-dot] = 76.
","Op. 6
",NaN,Mazurka,006-1-KI-004.krn
chopin,NaN,"TROIS MAZURKAS.
","Vivace.
","Op. 63. No. 1.
",NaN,Mazurka,063-1-BR-001.krn
chopin,NaN,"Concerto
","M. M. [quarter] = 126.
","Op. 11
",NaN,"Concerto
",011-1ax-KI-001.krn
chopin,NaN,"POLONAISE. No. 2.
","Allegro maestoso.
","Op. 40
",NaN,"Polonaise
",040-1a-BH-002.krn
chopin,NaN,"Prelude XII
","Presto.
","Op. 28
",NaN,Prelude,028_1-12-1a-C-012.krn
chopin,NaN,"11me. Etude.
","Lento.
","Op. 25
",NaN,Etude,025-1b-LE-011.krn
chopin,NaN,"Prelude V
","All. molto.
","Op. 28
",NaN,Prelude,028_1-12-1a-C-005.krn
chopin,NaN,"13e Nocturne.
","Lento.
","Op. 48
",NaN,Nocturne,048-1-BH-001.krn
chopin,NaN,"12.me ETUDE.
","All.ᵒ molto con fuoco.
","Op. 25
",NaN,Etude,025-1b-LE-012.krn
chopin,NaN,"Trio
","Metronome [quarter] = 63.
","Op. 8
",NaN,Trio,008-1b-W-003-piano.krn
chopin,NaN,"Sonate Op. 58 Finale
 (Sonate pour le Piano
)","Presto non tanto
","Op. 58.
",NaN,"Sonata
",058-1a-MEIj-004.krn
chopin,NaN,"Valse No. 2
","[quarter] = 152
","Op. 69
",NaN,"Waltz
",069-1-MEIf-002.krn
chopin,NaN,"Ecossaise No 3.
","No 3.
","Op. 72
",NaN,"Ecossaise
",072sep-1e-Sam-003-ecossaise.krn
chopin,NaN,"Mazourka No. 1.
","M.M. [quarter] = 132.
","Op. 6
",NaN,"Mazurka
",006-1b-Sm-001.krn
chopin,NaN,"Masurka N. II.
","ALLEGRO NON TROPPO.
","Op. 24
",NaN,"Mazurka
",024-1a-BH-002.krn
chopin,NaN,"Trio
",Allegro con fuoco. M,"Op. 8
",NaN,Trio,008-1-Sm-001-piano.krn
chopin,NaN,"Mazourka No. 4.
","M.M. [quarter] = 152.
","Op. 17
",NaN,"Mazurka
",017-1-BH-004.krn
chopin,NaN,"Marche funebre.
","[quarter] = 84
","Op. 72
",NaN,"March
",072-1-MEIf-002-marche-funebre.krn
chopin,NaN,"Sonata g-minor
","Allegro.
","Op. 65
",NaN,Sonata,065-1-BR-004.krn
chopin,NaN,"Premier Trio pour Pianoforte, Violon et Violoncelle
","SOSTENUTO.
","Op. 8
",NaN,Trio,008-1c-KI-003-violino.krn
chopin,NaN,"Mazurka No. II.
","Vivace.
","Op. 33
",NaN,Mazurka,033-1-BH-002.krn
chopin,NaN,"Premier Trio pour Piano, Violon et Violoncelle
","M.M. [quarter] = 63. Sostenuto.
","Op. 8
",NaN,Trio,008-1-Sm-003-violino.krn
chopin,NaN,NaN,"Lento.
","Op. 3
",NaN,"Polonaise
",003-1a-ME-violino.krn
chopin,NaN,"8me. Etude.
","Vivace legato.
","Op. 25
",NaN,Etude,025-1b-LE-008.krn
chopin,NaN,"Polonaise No. 1
","Allegro con brio.
","Op. 40
",NaN,"Polonaise
",040-1a-BH-001.krn
chopin,NaN,"Variations
",Metr,"Op. 12
",NaN,"Variations
",012-1c-BH-001.krn
chopin,NaN,"RONDO | POUR DEUX PIANOS
","Allegro maestoso.
","Op. 73
",NaN,"Rondo
",073-1x-Sam-piano-primo.krn
chopin,NaN,"14th Nocturne
","Andantino.
","Op. 48
",NaN,Nocturne,048_1-1b-W-002.krn
chopin,NaN,"5-me ETUDE.
","Vivace.
","Op. 25
",NaN,Etude,025_1-6-1d-BH-005.krn
chopin,NaN,"Polonaise
","POLONAISE.
","Op. 44
",NaN,"Polonaise
",044-1a-Sm.krn
chopin,NaN,"Valse No. 4
","[quarter] = 144
","Op. 70
",NaN,"Waltz
",waltz-070-1-MEIf-002.krn
chopin,NaN,"GRANDE VALSE BRILLANTE.
","Vivo.
","Op. 18
",NaN,"Waltz
",waltz-018-1-BH.krn
chopin,NaN,"GRANDE VALSE NOUVELLE Pour Le Piano; No. 68. Des Cent-et-Un.
",NaN,"Op. 42
",NaN,"Waltz
",waltz-042-1-P.krn
chopin,NaN,"VALSE.
",NaN,"Op. 42
",NaN,"Waltz
",waltz-042-1-BH.krn
chopin,NaN,NaN,"[quarter] = 144.
","Op. 70
",NaN,"Waltz
",waltz-070-1-Sam-002.krn
chopin,NaN,"Grande Valse brillante
","Vivo.
","Op. 18
",NaN,"Waltz
",waltz-018-1a-Sm-001.krn
chopin,NaN,"Valse No. 2
","[quarter] = 152.
","Op. 69
",NaN,"Waltz
",waltz-069-1a-Sam-002.krn
chopin,NaN,"Valse No. 3.
","Moderato.
","Op. 64
",NaN,"Waltz
",waltz-064_3-1a-BR-003.krn
chopin,NaN,"Valse No. 2
","[quarter] = 152
","Op. 69
",NaN,"Waltz
",waltz-069-1-MEIf-002.krn
chopin,NaN,NaN,"[half-dot] = 88
","Op. 70
",NaN,"Waltz
",waltz-070-1-Sam-001.krn
chopin,NaN,"Valse.
","Molto vivace.
","Op. 64
",NaN,"Waltz
",waltz-064_1-1-BR-001.krn
chopin,NaN,"Valse No. 2.
","Tempo giusto.
","Op. 64
",NaN,"Waltz
",waltz-064-1a-BH-002.krn
chopin,NaN,"Valse No. 3
",NaN,"Op. 34
",NaN,"Waltz
",waltz-034_3-1a-Sm-003.krn
chopin,NaN,"Valse No. 1
","[quarter] = 138
","Op. 69
",NaN,"Waltz
",waltz-069-1a-Sam-001.krn
chopin,NaN,"Valse No. 1
","[quarter] = 138
","Op. 69
",NaN,"Waltz
",waltz-069-1-MEIf-001.krn
chopin,NaN,"Valse No. 1.
","Molto vivace.
","Op. 64
",NaN,"Waltz
",waltz-064-1a-BH-001.krn
chopin,NaN,"Valse No. 3
","Moderato.
","Op. 64
",NaN,"Waltz
",waltz-064-1a-BH-003.krn
chopin,NaN,"Valse No. 5e.
","[quarter] = 108
","Op. 70
",NaN,"Waltz
",waltz-070-1-MEIf-003.krn
chopin,NaN,"Grande Valse Brillante No. 2
","Lento.
","Op. 34
",NaN,"Waltz
",waltz-034_2-1-Sm-002.krn
chopin,NaN,"Grande Valse brillante
","Vivo.
","Op. 18
",NaN,"Waltz
",waltz-018-1d-W-001.krn
chopin,NaN,"No. 2. Grande Valse Brillante pour le Piano composee par Fred. Chopin
","Lento.
","Op. 34
",NaN,"Waltz
",waltz-034_2-1-BH-002.krn
chopin,NaN,"No. 1 Grande Valse Brillante Pour le Piano
","Vivace.
","Op. 34
",NaN,"Waltz
",waltz-034_1-1a-Sm.krn
chopin,NaN,NaN,"[quarter] = 108.
",NaN,NaN,"Waltz
",waltz-070-1-Sam-003.krn
chopin,NaN,"Valse No 2.
","Tempo giusto.
","Op. 64
",NaN,"Waltz
",waltz-064_2-1-BR-002.krn
chopin,NaN,"Valse No. 3
","Vivace.
","Op. 34
",NaN,"Waltz
",waltz-034_3-1-BH-003.krn
chopin,NaN,"No. 1 Grande Valse Brillante
","Vivace.
","Op. 34
",NaN,"Waltz
",waltz-034_1-1-BH.krn
chopin,1810,"Nocturne in E Minor, Op. 72, No. 1
","Andante
","Op. 72
","No. 1
",Nocturne,nocturne72-1.krn
chopin,NaN,"3eme Scherzo pour le Piano
","Presto con fuoco.
","Op. 39
",NaN,Scherzo,scherzo-039-1-BH.krn
chopin,NaN,"Scherzo
","M. [dotted-half]= 120.
","Op. 20
",NaN,Scherzo,scherzo-020-1-BH.krn
chopin,NaN,"Scherzo
","Presto con fuoco
","Op. 39
",NaN,Scherzo,scherzo-039-1-TR.krn
chopin,NaN,"Scherzo
","PRESTO.
","Op. 31
",NaN,Scherzo,scherzo-031-1-BH.krn
chopin,NaN,"Scherzo
","Con fuoco [half]= 120.
","Op. 20
",NaN,Scherzo,scherzo-020-1a-Sm.krn
chopin,NaN,"Scherzo
","Presto.
","Op. 54
",NaN,Scherzo,scherzo-054-1-Sm.krn
chopin,NaN,"Scherzo Pour Piano
",NaN,"Op. 31
",NaN,Scherzo,scherzo-031-1-Sm.krn
chopin,NaN,"Scherzo
","Presto.
","Op. 54
",NaN,Scherzo,scherzo-054-1-BH.krn
chopin,1810,"Prelude in G Major, Op. 28, No. 3
","Vivace
","Op. 28
","No. 3
",Prelude,prelude28-03.krn
chopin,1810,"Prelude in G# Minor, Op. 28, No. 12
","Presto
","Op. 28
","No. 12
",Prelude,prelude28-12.krn
chopin,1810,"Prelude in D Minor, Op. 28, No. 24
","Allegro appassionato
","Op. 28
","No. 24
",Prelude,prelude28-24.krn
chopin,1810,"Prelude in E Minor, Op. 28, No. 4
","Largo
","Op. 28
","No. 4
",Prelude,prelude28-04.krn
chopin,1810,"Prelude in E-flat Minor, Op. 28, No. 14
","Allegro
","Op. 28
","No. 14
",Prelude,prelude28-14.krn
chopin,1810,"Prelude in D Major, Op. 28, No. 5
","Allegro molto
","Op. 28
","No. 5
",Prelude,prelude28-05.krn
chopin,1810,"Prelude in A Major, Op. 28, No. 7
","Andantino
","Op. 28
","No. 7
",Prelude,prelude28-07.krn
chopin,1810,"Prelude in D-flat Major, Op. 28, No. 15
","Sostenuto
","Op. 28
","No. 15
",Prelude,prelude28-15.krn
chopin,1810,"Prelude in C-sharp Minor, Op. 28, No. 10
","Allegro molto
","Op. 28
","No. 10
",Prelude,prelude28-10.krn
chopin,1810,"Prelude in C Minor, Op. 28, No. 20
","Largo
","Op. 28
","No. 20
",Prelude,prelude28-20.krn
chopin,1810,"Prelude in F Minor, Op. 28, No. 18
","Allegro molto
","Op. 28
","No. 18
",Prelude,prelude28-18.krn
chopin,1810,"Prelude in E-flat Major, Op. 28, No. 19
","Vivace
","Op. 28
","No. 19
",Prelude,prelude28-19.krn
chopin,1810,"Prelude in A-flat Major, Op. 28, No. 17
","Allegretto
","Op. 28
","No. 17
",Prelude,prelude28-17.krn
chopin,1810,"Prelude in F-sharp Minor, Op. 28, No. 8
","Molto agitato
","Op. 28
","No. 8
",Prelude,prelude28-08.krn
chopin,1810,"Prelude in G Minor, Op. 28, No. 22
","Molto agitato
","Op. 28
","No. 22
",Prelude,prelude28-22.krn
chopin,1810,"Prelude in C Minor, Op. 28, No. 1
","Agitato
","Op. 28
","No. 1
",Prelude,prelude28-01.krn
chopin,1810,"Prelude in A Minor, Op. 28, No. 9
","Largo
","Op. 28
","No. 9
",Prelude,prelude28-09.krn
chopin,1810,"Prelude in B Major, Op. 28, No. 11
","Vivace
","Op. 28
","No. 11
",Prelude,prelude28-11.krn
chopin,1810,"Prelude in B-flat Major, Op. 28, No. 21
","Cantabile
","Op. 28
","No. 21
",Prelude,prelude28-21.krn
chopin,1810,"Prelude in B-flat Minor, Op. 28, No. 16
","Presto con fuoco
","Op. 28
","No. 16
",Prelude,prelude28-16.krn
chopin,1810,"Prelude in A Minor, Op. 28, No. 2
","Lento
","Op. 28
","No. 2
",Prelude,prelude28-02.krn
chopin,1810,"Prelude in F-sharp Major, Op. 28, No. 13
","Lento con grand' espressione
","Op. 28
","No. 13
",Prelude,prelude28-13.krn
chopin,1810,"Prelude in B Minor, Op. 28, No. 6
","Lento assai
","Op. 28
","No. 6
",Prelude,prelude28-06.krn
chopin,1810,"Prelude in F Major, Op. 28, No. 23
","Moderato
","Op. 28
","No. 23
",Prelude,prelude28-23.krn
chopin,NaN,"8me ETUDE.
","Vivace molto legato.
","Op. 25
",NaN,Etude,etude-025_7-12-1a-BH-008.krn
chopin,NaN,"Etude N. 11.
","[quarter] = 76.
","Op. 10
",NaN,Etude,etude-010-1b-Sm-011.krn
chopin,NaN,"Etude No. 10.
","VIVACE ASSAI.
","Op. 10
",NaN,Etude,etude-010_7-12-1-KI-010.krn
chopin,NaN,"12me ETUDE.
","Allegro molto con fuoco.
","Op. 25
",NaN,Etude,etude-025_7-12-1a-BH-012.krn
chopin,NaN,"Etude No. 10
","Vivace assai.
","Op. 10
",NaN,Etude,etude-010-1b-Sm-010.krn
chopin,NaN,"10.me ETUDE.
","All|o. con fuoco.
","Op. 25
",NaN,Etude,etude-025-1b-LE-010.krn
chopin,NaN,"6.me ETUDE.
","[half-note] = 69
","Op. 25
",NaN,Etude,etude-025-1b-LE-006.krn
chopin,NaN,"4me ETUDE.
","Agitato
","Op. 25
",NaN,Etude,etude-025-1b-LE-004.krn
chopin,NaN,"Etude No. 7
","M.M. [quarter-dot] = 84
","Op.10
",NaN,Etude,etude-010-1b-Sm-007.krn
chopin,NaN,"Etude No. 2
","Allegro.
","Op. 10
",NaN,Etude,etude-010-1b-Sm-002.krn
chopin,NaN,"3me. Etude
","[quarter] = 120
","Op. 25
",NaN,Etude,etude-025-1b-LE-003.krn
chopin,NaN,"10me ETUDE.
","Allegro con fuoco.
","Op. 25
",NaN,Etude,etude-025_7-12-1a-BH-010.krn
chopin,NaN,"5me. ETUDE.
","Vivace.
","Op. 25
",NaN,Etude,etude-025-1b-LE-005.krn
chopin,NaN,"9me ETUDE.
","([quarter] = 112.)
","Op. 25
",NaN,Etude,etude-025_7-12-1a-BH-009.krn
chopin,NaN,"8me. Etude.
","Vivace legato.
","Op. 25
",NaN,Etude,etude-025-1b-LE-008.krn
chopin,NaN,"2me ETUDE.
","Presto.
","Op. 25
",NaN,Etude,etude-025-1b-LE-002.krn
chopin,NaN,"Etude No. 1
","[quarter] = 176.
","Op. 10
",NaN,Etude,etude-010-1b-Sm-001.krn
chopin,NaN,"2me ETUDE.
","Presto.
","Op. 25
",NaN,Etude,etude-025_1-6-1d-BH-002.krn
chopin,NaN,"11me. Etude.
","Lento.
","Op. 25
",NaN,Etude,etude-025-1b-LE-011.krn
chopin,NaN,"12.me ETUDE.
","All.ᵒ molto con fuoco.
","Op. 25
",NaN,Etude,etude-025-1b-LE-012.krn
chopin,NaN,"Etude No. 12.
","([quarter] = 160.)
","Op. 10
",NaN,Etude,etude-010_7-12-1-KI-012.krn
chopin,NaN,"9me. ETUDE.
","[quarter] = 112
","Op. 25
",NaN,Etude,etude-025-1b-LE-009.krn
chopin,NaN,"6me ETUDE.
","[half] = 69.)
","Op. 25
",NaN,Etude,etude-025_1-6-1d-BH-006.krn
chopin,NaN,"Etude No. 8.
","[half] = 88.
","Op. 10
",NaN,Etude,etude-010_7-12-1-KI-008.krn
chopin,NaN,"No. 9
","[quarter-dot]=96.
","Op. 10
",NaN,"Etude
",etude-010_7-12-1-KI-009.krn
chopin,NaN,"Etude No. 5
","Brillante. [quarter] = 116
","Op. 10
",NaN,Etude,etude-010-1b-Sm-005.krn
chopin,NaN,"5-me ETUDE.
","Vivace.
","Op. 25
",NaN,Etude,etude-025_1-6-1d-BH-005.krn
chopin,NaN,"Etude No. 4.
","[half] = 88.
","Op. 10
",NaN,Etude,etude-010-1b-Sm-004.krn
chopin,NaN,"Etude No. 9
","[quarter-dot]=96.
","Op. 10
",NaN,Etude,etude-010-1b-Sm-009.krn
chopin,NaN,"Etude No. 12
","[quarter]=160.
","Op. 10
",NaN,Etude,etude-010-1b-Sm-012.krn
chopin,NaN,"Etude No. 7
","M.M. [quarter-dot] = 84
","Op.10
",NaN,Etude,etude-010_7-12-1-KI-007.krn
chopin,NaN,"Etude 3me.
","([quarter] = 120.)
","Op. 25
",NaN,Etude,etude-025_1-6-1d-BH-003.krn
chopin,NaN,"Etude No. 8.
","Allegro.
","Op. 10
",NaN,Etude,etude-010-1b-Sm-008.krn
chopin,NaN,"11me Etude.
","Lento.
","Op. 25
",NaN,Etude,etude-025_7-12-1a-BH-011.krn
chopin,NaN,"Etude No. 11.
","([quarter] = 76.)
","Op. 10.
",NaN,Etude,etude-010_7-12-1-KI-011.krn
chopin,NaN,"Polonaise.
","Polonaise.
","Op. 44
",NaN,"Polonaise
",polonaise-044-1-ME.krn
chopin,NaN,"Polonaise g sharp minor
","Moderato.
","op. posth.
",NaN,"Polonaise
",polonaise-PolGsharpm-1-K.krn
chopin,NaN,"POLONAISE. No. 2.
","ALL. MAESTOSO.
","Op. 40
",NaN,"Polonaise
",polonaise-040-1-TR-002.krn
chopin,NaN,"POLONAISE.
","MAESTOSO.
","Op. 53
",NaN,"Polonaise
",polonaise-053-1-Sm.krn
chopin,NaN,"POLONAISE. No. 2.
","Allegro maestoso.
","Op. 40
",NaN,"Polonaise
",polonaise-040-1a-BH-002.krn
chopin,NaN,NaN,"Lento.
","Op. 3
",NaN,"Polonaise
",polonaise-003-1a-ME-violino.krn
chopin,NaN,"1|r|e. POLONAISE
","Allegro maestoso. [quarter] = 84
","Op. 71
",NaN,"Polonaise
",polonaise-071_1-1-MEIf.krn
chopin,NaN,"Polonaise g minor
",NaN,"Op. Posth.
",NaN,"Polonaise
",polonaise-PolGm-1-CY.krn
chopin,NaN,"Polonaise No. 2
","MAESTOSO.
","Op. 26
",NaN,"Polonaise
",polonaise-026-1a-Sm-002.krn
chopin,NaN,"Polonaise Fantaisie
","All°. Maestoso.
","Op. 61
",NaN,"Polonaise; Fantasie
",polonaise-061-1-BH.krn
chopin,NaN,"Polonaise No. 1
","Appassionato.
","Op. 26
",NaN,"Polonaise
",polonaise-026-1a-Sm-001.krn
chopin,NaN,"POLONAISE 2.
","MAESTOSO.
","Op. 26
",NaN,"Polonaise
",polonaise-026-1-BH-002.krn
chopin,NaN,"Polonaise
","POLONAISE.
","Op. 44
",NaN,"Polonaise
",polonaise-044-1a-Sm.krn
chopin,NaN,NaN,"Lento.
","Op. 3
",NaN,"Polonaise
",polonaise-003-1-Sm-violoncello.krn
chopin,NaN,"POLONAISE.
","Maestoso.
","Op. 53
",NaN,"Polonaise
",polonaise-053-1-BH.krn
chopin,NaN,"Polonaise
","Tranquillo. [quarter] = 69
","Op. 22
",NaN,"Polonaise
",polonaise-022-1-Sm.krn
chopin,NaN,"Polonaise brillante
",Lento. M,"Op. 3
",NaN,"Polonaise
",polonaise-003-1-Sm-piano.krn
chopin,NaN,NaN,"Lento. M. M. ([quarter] = 89.)
","Op. 3
",NaN,"Polonaise
",polonaise-003-1a-ME-piano.krn
chopin,NaN,"Grande Polonaise
","Tranquillo. ([quarter] = 69.)
","Op. 22
",NaN,"Polonaise
",polonaise-022-1a-BH.krn
chopin,NaN,"Polonaise No. 1.
",NaN,"Op. 40
",NaN,"Polonaise
",polonaise-040-1-TR-001.krn
chopin,NaN,"Polonaise 1
","ALLEGRO APPASSIONATO.
","Op. 26.
",NaN,"Polonaise
",polonaise-026-1-BH-001.krn
chopin,NaN,"Polonaise-Fantaisie | POUR | PIANO
","All°. maestoso.
","Op. 61
",NaN,"Polonaise; Fantasie
",polonaise-061-1-BR.krn
chopin,NaN,"Polonaise No. 1
","Allegro con brio.
","Op. 40
",NaN,"Polonaise
",polonaise-040-1a-BH-001.krn
chopin,NaN,NaN,"Andante con moto.
","Op. 52
",NaN,"Ballade
",ballade-052-1-BH.krn
chopin,NaN,"3|me BALLADE
","Allegretto.
","Op. 47
",NaN,Ballad,ballade-047-1-BH.krn
chopin,NaN,"Ballade.
","LARGO.
","Op. 23
",NaN,Ballad,ballade-023-1a-Sm.krn
chopin,NaN,"3e. Ballade
","Allegretto.
","Op. 47
",NaN,Ballad,ballade-047-1a-Sm.krn
chopin,NaN,"4me Ballade
","Andante con moto.
","Op. 52
",NaN,Ballad,ballade-052-1-Sm.krn
chopin,NaN,"BALLADE
","LENTO.
","Op. 23
",NaN,Ballad,ballade-023-1-BH.krn
chopin,NaN,"BALLADE
","Andantino.
","Op. 38
",NaN,Ballad,ballade-038-1-BH.krn
chopin,NaN,"2.me BALLADE
","Andantino
","Op. 38
",NaN,Ballad,ballade-038-1-TR.krn
chopin,1810,"Mazurka in B Major, Op. 41, No. 3
","Animato
","Op. 41
","No. 3
",Mazurka,mazurka41-3.krn
chopin,1810,"Mazurka in G-sharp Minor, Op. 33, No. 1
","Mesto
","Op. 33
","No. 1
",Mazurka,mazurka33-1.krn
chopin,1810,"Mazurka in C Minor, Op. 56, No. 3
","Moderato
","Op. 56
","No. 3
",Mazurka,mazurka56-3.krn
chopin,1810,"Mazurka in B Major, Op. 56, No. 1
","Allegro non tanto
","Op. 56
","No. 1
",Mazurka,mazurka56-1.krn
chopin,1810,"Mazurka in G Minor, Op. 24, No. 1
","Lento. ([quarter]=108)
","Op. 24
","No. 1
",Mazurka,mazurka24-1.krn
chopin,1810,"Mazurka in A-flat Major, Op. 50, No. 2
","Allegretto
","Op. 50
","No. 2
",Mazurka,mazurka50-2.krn
chopin,1810,"Mazurka in B Minor, Op. 33, No. 4
","Mesto
","Op. 33
","No. 4
",Mazurka,mazurka33-4.krn
chopin,1810,"Mazurka in G Major, Op. 67, No. 1
","Vivace
","Op. 67
","No. 1
",Mazurka,mazurka67-1.krn
chopin,1810,"Mazurka in C-sharp Minor, Op. 50, No. 3
","Moderato
","Op. 50
","No. 3
",Mazurka,mazurka50-3.krn
chopin,1810,"Mazurka in F Minor, Op. 68, No. 4
","Andantino
","Op. 68
","No. 4
",Mazurka,mazurka68-4.krn
chopin,1810,"Mazurka in C Major, Op. 56, No. 2
","Vivace
","Op. 56
","No. 2
",Mazurka,mazurka56-2.krn
chopin,1810,"Mazurka in A Minor, Op. 67, No. 4
","Allegretto
","Op. 67
","No. 4
",Mazurka,mazurka67-4.krn
chopin,1810,"Mazurka in E-flat Minor, Op. 6, No. 4
","Presto ma non troppo
","Op. 6
","No. 4
",Mazurka,mazurka06-4.krn
chopin,1810,"Mazurka in B-flat Major, Op. 7, No. 1
","Vivace
","Op. 7
","No. 1
",Mazurka,mazurka07-1.krn
chopin,1810,"Mazurka in B Minor, Op. 30, No. 2
","Allegretto.
","Op. 30
","No. 2
",Mazurka,mazurka30-2.krn
chopin,1810,"Mazurka in E Minor, Op. 41, No. 2
","Andantino.
","Op. 41
","No. 2
",Mazurka,mazurka41-2.krn
chopin,1810,"Mazurka 50 in A Minor
","Allegretto
",NaN,NaN,Mazurka,mazurka-50.krn
chopin,1810,"Mazurka in B-flat Major, Op. 17, No. 1
","Vivo e risoluto
","Op. 17
","No. 1
",Mazurka,mazurka17-1.krn
chopin,1810,"Mazurka in D Major, Op. 33, No. 2
","Vivace
","Op. 33
","No. 2
",Mazurka,mazurka33-2.krn
chopin,1810,"Mazurka in C Major, Op. 33, No. 3
","Simplice
","Op. 33
","No. 3
",Mazurka,mazurka33-3.krn
chopin,1810,"Mazurka in C-sharp Minor, Op. 63, No. 3
","Allegretto
","Op. 63
","No. 3
",Mazurka,mazurka63-3.krn
chopin,1810,"Mazurka in G Major, Op. 50, No. 1
","Vivace
","Op. 50
","No. 1
",Mazurka,mazurka50-1.krn
chopin,1810,"Mazurka in A-flat Major, Op. 59, No. 2
","Allegretto
","Op. 59
","No. 2
",Mazurka,mazurka59-2.krn
chopin,1810,"Mazurka in F Minor, Op. 63, No. 2
","Lento
","Op. 63
","No. 2
",Mazurka,mazurka63-2.krn
chopin,1810,"Mazurka in F Minor, Op. 7, No. 3
","([half-dot]=54)
","Op. 7
","No. 3
",Mazurka,mazurka07-3.krn
chopin,1810,"Mazurka 52 in C Major
",NaN,NaN,NaN,Mazurka,mazurka-52.krn
chopin,1810,"Mazurka in C Major, Op. 68, No. 1
","Vivace
","Op. 68
","No. 1
",Mazurka,mazurka68-1.krn
chopin,1810,"Mazurka in A Minor, Op. 17, No. 4
","Lento, ma non troppo
","Op. 17
","No. 4
",Mazurka,mazurka17-4.krn
chopin,1810,"Mazurka in A-flat Major, Op. 17, No. 3
","Legato assai
","Op. 17
","No. 3
",Mazurka,mazurka17-3.krn
