piece_id,gamma,g_obs,shuff_g_mean,shuff_g_var,shuff_g_std,Z_g
10,7,0.007289006909440676,-0.0008955844555391027,7.180627620444252e-05,0.008473858401250431,0.9658635980714562
10,8,0.005409479582778154,0.00035859790111383703,0.00010200497457094189,0.010099751213319162,0.50009961384033
10,9,0.003636524715945444,-0.0006244287033861491,0.00019961672047465276,0.014128578147664144,0.30158402174645227
10,10,0.003397665272171224,-0.0005456144179804187,0.0003637343401009687,0.019071820576467488,0.20675947921915816
11,1,0.29721414290459125,-0.0005228704821042537,3.996037718412524e-05,0.006321422085585271,47.09968886045828
11,2,0.0906426510067545,-0.0005770088976143125,4.570235276652862e-05,0.006760351526845968,13.49333086336225
11,3,0.010113980255941235,-0.0007902355057320158,7.455622752031431e-05,0.008634594809272426,1.2628520506791527
11,4,0.036731469496778524,0.001405731281429258,0.00010043557987868512,0.01002175532921679,3.524905274065398
11,5,0.03213416347243869,0.0004921836906329901,0.00017586380792184572,0.013261365235971963,2.3860273221323864
11,6,0.021399940742683587,-0.0001727872961654838,0.0003957616598923164,0.019893759320257106,1.0843967543571482
11,7,0.02696353333540491,-0.0005530704847351138,0.0007607016677377498,0.02758082065018642,0.9976716853040425
11,8,0.032376247049603846,-0.00027355794177967666,0.0021322428738990745,0.046176215456651216,0.7070697472389035
11,9,0.030789044806743382,-0.009281216656604694,0.004838386671677275,0.06955851257522169,0.5760655307287581
11,10,0.020746450169235375,-0.020247102801931944,0.011761666846093219,0.10845121873954769,0.3779907081506928
12,1,0.3299626031664632,0.00021074297607308944,8.625764499410922e-06,0.0029369651852568703,112.27639396125481
12,2,0.03270284233257459,7.257105911317192e-05,9.211072682757615e-06,0.0030349749064461167,10.751413859849894
12,3,0.015507948820369433,-0.0005407184349879202,9.5884096452369e-06,0.003096515726625153,5.182814709243721
12,4,0.009725059612286535,0.0001769991267697472,1.123924316006735e-05,0.0033524980477350544,2.848043563207278
12,5,0.002144007298832462,-7.866047331976933e-05,1.1024115535936368e-05,0.003320258353793627,0.669426151616388
12,6,0.003384248934837353,-1.1041578912428518e-05,1.5082750734124288e-05,0.003883651726677392,0.8742520577803145
12,7,0.0042025303915164125,-0.0005627932236247013,1.495236685593349e-05,0.0038668290440532138,1.2323595278849195
12,8,0.0019319585744084211,-0.0007021087924745716,2.2280592289794867e-05,0.004720232228375513,0.5580376641319441
12,9,0.0030828280273637043,-0.00020523364638558083,1.9014110154151596e-05,0.004360517188837993,0.7540531389638897
12,10,0.0024577518103053864,-0.00021091952177837287,2.7291768522128298e-05,0.0052241524214104145,0.51083335952194
13,1,0.27429308217134885,4.354043947403981e-06,5.647844492879368e-05,0.0075152142303991365,36.497792307490066
