measure,obs,mu_null,sigma_null,Z,absZ,experiment,lambda,rep,N
S_theta,0.703717412968533,0.7213018177034114,0.006791262886062929,-2.5892687457240475,2.5892687457240475,nonlinear_ar1_sweep,0.8999999999999999,5,4000
gamma_R,0.35510118542430924,0.2873741790275081,0.002664138999618895,25.421724019088145,25.421724019088145,nonlinear_ar1_sweep,0.8999999999999999,5,4000
PE,0.9611017314837786,0.9630232308455332,0.001978995044483933,-0.9709470304690114,0.9709470304690114,nonlinear_ar1_sweep,0.8999999999999999,6,4000
S_theta,0.7106057473287061,0.7220231044422748,0.007057591369042506,-1.6177413109591388,1.6177413109591388,nonlinear_ar1_sweep,0.8999999999999999,6,4000
gamma_R,0.3443474880844547,0.2822250695694066,0.00257081472238494,24.16448683529293,24.16448683529293,nonlinear_ar1_sweep,0.8999999999999999,6,4000
PE,0.9619912164577232,0.9609750384702275,0.0022192036544686853,0.45790208818804823,0.45790208818804823,nonlinear_ar1_sweep,0.8999999999999999,7,4000
S_theta,0.6988423439355193,0.7110665177129928,0.007414937332741047,-1.6485876048469148,1.6485876048469148,nonlinear_ar1_sweep,0.8999999999999999,7,4000
gamma_R,0.3526407670046978,0.2852429582969369,0.0020996568104420447,32.0994404288249,32.0994404288249,nonlinear_ar1_sweep,0.8999999999999999,7,4000
PE,0.9565725857085482,0.9653808900524787,0.0020083435623144625,-4.385855343285808,4.385855343285808,nonlinear_ar1_sweep,0.8999999999999999,8,4000
S_theta,0.724015873380849,0.731276393828901,0.007225845224088488,-1.0047987775669258,1.0047987775669258,nonlinear_ar1_sweep,0.8999999999999999,8,4000
gamma_R,0.3542702861999967,0.27795193289103126,0.0026588214854728976,28.703827513787164,28.703827513787164,nonlinear_ar1_sweep,0.8999999999999999,8,4000
PE,0.9631186516863041,0.967549353801913,0.0019238660738634193,-2.3030200364786246,2.3030200364786246,nonlinear_ar1_sweep,0.8999999999999999,9,4000
S_theta,0.7068213741647551,0.726122961263389,0.006853888362241828,-2.8161513696322618,2.8161513696322618,nonlinear_ar1_sweep,0.8999999999999999,9,4000
gamma_R,0.35579224127561626,0.28781442666298107,0.00263623931295503,25.785904291229567,25.785904291229567,nonlinear_ar1_sweep,0.8999999999999999,9,4000
PE,0.964132797286621,0.9671756087363487,0.002076588478549674,-1.4652934277343075,1.4652934277343075,nonlinear_ar1_sweep,0.8999999999999999,10,4000
S_theta,0.7181089095138056,0.7286482883638732,0.007354067840129193,-1.4331359295541206,1.4331359295541206,nonlinear_ar1_sweep,0.8999999999999999,10,4000
gamma_R,0.348060030983275,0.27963613546101646,0.002489785540777404,27.4818430750843,27.4818430750843,nonlinear_ar1_sweep,0.8999999999999999,10,4000
PE,0.9661936360428616,0.9675698878789869,0.001826667350777855,-0.7534222558580671,0.7534222558580671,nonlinear_ar1_sweep,0.8999999999999999,11,4000
S_theta,0.7169359339832412,0.730466009305879,0.006919149305584552,-1.9554535861391955,1.9554535861391955,nonlinear_ar1_sweep,0.8999999999999999,11,4000
gamma_R,0.3476200158277637,0.280486062665476,0.0022401706793031065,29.9682313417174,29.9682313417174,nonlinear_ar1_sweep,0.8999999999999999,11,4000
PE,0.9576423220325505,0.9621408653079372,0.0020191152159991592,-2.2279775020964196,2.2279775020964196,nonlinear_ar1_sweep,0.8999999999999999,12,4000
S_theta,0.6864676119952667,0.7097972598705691,0.007846532330698895,-2.9732430699389414,2.9732430699389414,nonlinear_ar1_sweep,0.8999999999999999,12,4000
gamma_R,0.3526405012998446,0.28920737040254035,0.002362372136039484,26.851455759061675,26.851455759061675,nonlinear_ar1_sweep,0.8999999999999999,12,4000
PE,0.9571567491213243,0.960745915089489,0.0020672322210810745,-1.736218085014048,1.736218085014048,nonlinear_ar1_sweep,0.8999999999999999,13,4000
S_theta,0.7078461782312055,0.727389926573053,0.00667586870260473,-2.9275213777380107,2.9275213777380107,nonlinear_ar1_sweep,0.8999999999999999,13,4000
gamma_R,0.3479897209462125,0.2841691663069776,0.0029505568868726764,21.630003109982038,21.630003109982038,nonlinear_ar1_sweep,0.8999999999999999,13,4000
PE,0.9645060018098385,0.9641450249239211,0.0018535311105351857,0.1947509183232322,0.1947509183232322,nonlinear_ar1_sweep,0.8999999999999999,14,4000
S_theta,0.7019894083388434,0.7149100452352397,0.007676756096381255,-1.6830855030664564,1.6830855030664564,nonlinear_ar1_sweep,0.8999999999999999,14,4000
gamma_R,0.35269752674210053,0.2877934450045677,0.0023305839973728226,27.848848962619105,27.848848962619105,nonlinear_ar1_sweep,0.8999999999999999,14,4000
PE,0.9623744675761947,0.9636057375103536,0.002005819866260068,-0.6138487083860868,0.6138487083860868,nonlinear_ar1_sweep,0.8999999999999999,15,4000
S_theta,0.7042443153823471,0.7141608467805424,0.006839181099836074,-1.4499588844683389,1.4499588844683389,nonlinear_ar1_sweep,0.8999999999999999,15,4000
gamma_R,0.3426564742820478,0.27777311466240817,0.0026906882554855517,24.11403829015154,24.11403829015154,nonlinear_ar1_sweep,0.8999999999999999,15,4000
PE,0.9649531445992553,0.9661231645991717,0.001956213971574621,-0.5981043060308001,0.5981043060308001,nonlinear_ar1_sweep,0.8999999999999999,16,4000
S_theta,0.700029307513501,0.724815977673552,0.007528224100144494,-3.292498978553951,3.292498978553951,nonlinear_ar1_sweep,0.8999999999999999,16,4000
gamma_R,0.3550215414064738,0.29062678754026566,0.0027794865252381193,23.16785970411978,23.16785970411978,nonlinear_ar1_sweep,0.8999999999999999,16,4000
PE,0.9649629968526208,0.9663222685625534,0.0020221582411205034,-0.6721885964668491,0.6721885964668491,nonlinear_ar1_sweep,0.8999999999999999,17,4000
S_theta,0.7117962952350954,0.7171645800377533,0.005876503807345464,-0.913516774369777,0.913516774369777,nonlinear_ar1_sweep,0.8999999999999999,17,4000
gamma_R,0.35717010567483587,0.29254541449845023,0.0023710374070502935,27.255871621520498,27.255871621520498,nonlinear_ar1_sweep,0.8999999999999999,17,4000
PE,0.9607083398270296,0.9625896081883546,0.0023035083872699424,-0.816696987830199,0.816696987830199,nonlinear_ar1_sweep,0.8999999999999999,18,4000
S_theta,0.7044350244337114,0.7133373788670256,0.007726272118206599,-1.1522185987128561,1.1522185987128561,nonlinear_ar1_sweep,0.8999999999999999,18,4000
gamma_R,0.35313252201426537,0.28818187312366444,0.002318632820095958,28.012477149319793,28.012477149319793,nonlinear_ar1_sweep,0.8999999999999999,18,4000
PE,0.965369306189873,0.9686256020884751,0.0021827186471323895,-1.4918532458959637,1.4918532458959637,nonlinear_ar1_sweep,0.8999999999999999,19,4000
S_theta,0.7249414315283759,0.7298658733925854,0.00739303797483915,-0.6660917854025529,0.6660917854025529,nonlinear_ar1_sweep,0.8999999999999999,19,4000
gamma_R,0.35368832721899035,0.28531462941679353,0.002475124644280082,27.62434528709728,27.62434528709728,nonlinear_ar1_sweep,0.8999999999999999,19,4000
PE,0.9665712755355927,0.9692597522824852,0.0018581958134613345,-1.446821011766516,1.446821011766516,nonlinear_ar1_sweep,1.05,0,4000
S_theta,0.7186004257605829,0.7459465753962341,0.00726707688647478,-3.7630191702728295,3.7630191702728295,nonlinear_ar1_sweep,1.05,0,4000
gamma_R,0.34962031874435406,0.28163169563908635,0.0028113369764217935,24.183733104738693,24.183733104738693,nonlinear_ar1_sweep,1.05,0,4000
PE,0.9712695154347148,0.970648477640177,0.0019827659129763586,0.3132179096248263,0.3132179096248263,nonlinear_ar1_sweep,1.05,1,4000
S_theta,0.7154799452622749,0.7361683608787378,0.007595915458979072,-2.723623732805944,2.723623732805944,nonlinear_ar1_sweep,1.05,1,4000
gamma_R,0.3581745356907807,0.2911548841717235,0.0025636801653539285,26.1419706033435,26.1419706033435,nonlinear_ar1_sweep,1.05,1,4000
PE,0.9670863085411511,0.9717613607921268,0.0017631851746919356,-2.6514811479132248,2.6514811479132248,nonlinear_ar1_sweep,1.05,2,4000
S_theta,0.7062086663805197,0.7278572434048654,0.0070765949814707435,-3.0591798853869645,3.0591798853869645,nonlinear_ar1_sweep,1.05,2,4000
gamma_R,0.3615424838577924,0.29261086243215645,0.0020792910540952856,33.151501945757474,33.151501945757474,nonlinear_ar1_sweep,1.05,2,4000
PE,0.970380558419951,0.9684887433996312,0.0018979910660416415,0.9967460090659135,0.9967460090659135,nonlinear_ar1_sweep,1.05,3,4000
S_theta,0.7119949116065374,0.7155855347568886,0.007429422766615424,-0.48329772892799705,0.48329772892799705,nonlinear_ar1_sweep,1.05,3,4000
gamma_R,0.3577799083159059,0.2911532355992617,0.002396172508584099,27.805457444303105,27.805457444303105,nonlinear_ar1_sweep,1.05,3,4000
PE,0.9672790312140612,0.9699495242975236,0.0018120489157879716,-1.4737422705286503,1.4737422705286503,nonlinear_ar1_sweep,1.05,4,4000
S_theta,0.7171321534218159,0.7174343496587957,0.00720162802373439,-0.041962211319975705,0.041962211319975705,nonlinear_ar1_sweep,1.05,4,4000
gamma_R,0.3625718109612208,0.29301867433215895,0.00217636110098946,31.958454227765905,31.958454227765905,nonlinear_ar1_sweep,1.05,4,4000
PE,0.9637176642958883,0.9680558523627072,0.0019705444863947386,-2.2015174469650747,2.2015174469650747,nonlinear_ar1_sweep,1.05,5,4000
S_theta,0.7085370388075538,0.7198149717527015,0.007957973426622814,-1.4171865549862455,1.4171865549862455,nonlinear_ar1_sweep,1.05,5,4000
gamma_R,0.36153669551260403,0.28757357163735864,0.0026016188588150924,28.42965395358946,28.42965395358946,nonlinear_ar1_sweep,1.05,5,4000
PE,0.9696016871066762,0.9688520153557597,0.0021999428190967825,0.3407687438095485,0.3407687438095485,nonlinear_ar1_sweep,1.05,6,4000
S_theta,0.7153390026365902,0.728391858294866,0.007262762973607805,-1.7972300219225914,1.7972300219225914,nonlinear_ar1_sweep,1.05,6,4000
gamma_R,0.36073981786826903,0.29491351398927507,0.002071025452617074,31.78440119884178,31.78440119884178,nonlinear_ar1_sweep,1.05,6,4000
PE,0.969402668564574,0.9714411730142237,0.0018547703325242299,-1.0990603062296247,1.0990603062296247,nonlinear_ar1_sweep,1.05,7,4000
S_theta,0.7073753159455848,0.7092077177823672,0.00703057025431619,-0.2606334579556355,0.2606334579556355,nonlinear_ar1_sweep,1.05,7,4000
gamma_R,0.3614160099612057,0.2984140103320629,0.002270592036613717,27.746948202593824,27.746948202593824,nonlinear_ar1_sweep,1.05,7,4000
PE,0.96670598009239,0.9720836908261344,0.0016379723502508293,-3.2831511062570615,3.2831511062570615,nonlinear_ar1_sweep,1.05,8,4000
S_theta,0.709928736805172,0.7280042442845869,0.007840596493660219,-2.3053740227584028,2.3053740227584028,nonlinear_ar1_sweep,1.05,8,4000
gamma_R,0.36239173172027506,0.2928344177139083,0.001976938381389024,35.18436116228107,35.18436116228107,nonlinear_ar1_sweep,1.05,8,4000
PE,0.965910994897163,0.9688589499965006,0.0018871782207296023,-1.5620968210399497,1.5620968210399497,nonlinear_ar1_sweep,1.05,9,4000
S_theta,0.7056441091618285,0.7149757473458931,0.007643202458626553,-1.2209068429859993,1.2209068429859993,nonlinear_ar1_sweep,1.05,9,4000
gamma_R,0.35850387316614707,0.2919575438800044,0.002201691044822494,30.22509876789176,30.22509876789176,nonlinear_ar1_sweep,1.05,9,4000
PE,0.9696776987390048,0.9728714067302984,0.001752241016449623,-1.8226419546807886,1.8226419546807886,nonlinear_ar1_sweep,1.05,10,4000
S_theta,0.7287564776475434,0.7399839025032725,0.006203155253001473,-1.8099538698949398,1.8099538698949398,nonlinear_ar1_sweep,1.05,10,4000
gamma_R,0.36275306195189083,0.29226074058029694,0.002304548124882197,30.588348583606727,30.588348583606727,nonlinear_ar1_sweep,1.05,10,4000
PE,0.9685989480217009,0.9697011829826301,0.0018147433586578473,-0.6073778728383933,0.6073778728383933,nonlinear_ar1_sweep,1.05,11,4000
S_theta,0.7060285614203622,0.7288729668468519,0.008618193834372933,-2.6507184527895764,2.6507184527895764,nonlinear_ar1_sweep,1.05,11,4000
gamma_R,0.3615457527007767,0.3028602961140538,0.002457298560004656,23.882102704936155,23.882102704936155,nonlinear_ar1_sweep,1.05,11,4000
PE,0.9696634074408064,0.9718881661816752,0.0017235645411980097,-1.2907893424881125,1.2907893424881125,nonlinear_ar1_sweep,1.05,12,4000
S_theta,0.709873779176927,0.7206630063413932,0.007345871810160138,-1.4687469974011274,1.4687469974011274,nonlinear_ar1_sweep,1.05,12,4000
gamma_R,0.35964057484102274,0.29159465406475066,0.0021937546578417273,31.01801768627009,31.01801768627009,nonlinear_ar1_sweep,1.05,12,4000
PE,0.9718579759794876,0.9717172186665693,0.0017509127628399265,0.08039082009430883,0.08039082009430883,nonlinear_ar1_sweep,1.05,13,4000
S_theta,0.6993776074247939,0.7152347317799601,0.007667334911918465,-2.0681403039427844,2.0681403039427844,nonlinear_ar1_sweep,1.05,13,4000
gamma_R,0.36231547283226184,0.29863998703385863,0.002247283716783175,28.33442227292515,28.33442227292515,nonlinear_ar1_sweep,1.05,13,4000
PE,0.9681992440669647,0.9697708273542972,0.0019280936862587578,-0.8150969522554733,0.8150969522554733,nonlinear_ar1_sweep,1.05,14,4000
S_theta,0.7188488709713525,0.7221829603736525,0.007946921228033373,-0.4195447905710579,0.4195447905710579,nonlinear_ar1_sweep,1.05,14,4000
gamma_R,0.3616720637127624,0.2933990803382397,0.002350587013971473,29.045078088460528,29.045078088460528,nonlinear_ar1_sweep,1.05,14,4000
PE,0.9692095432021163,0.9703549926322488,0.002011338386976614,-0.569496131307031,0.569496131307031,nonlinear_ar1_sweep,1.05,15,4000
S_theta,0.7239901447799513,0.7188802225220094,0.006964971405820321,0.7336601918669308,0.7336601918669308,nonlinear_ar1_sweep,1.05,15,4000
gamma_R,0.3559127960877069,0.2891031173717933,0.002149881856924363,31.075976803437943,31.075976803437943,nonlinear_ar1_sweep,1.05,15,4000
PE,0.9707465410237026,0.9723124552488898,0.0017098102217783565,-0.9158409543010315,0.9158409543010315,nonlinear_ar1_sweep,1.05,16,4000
S_theta,0.715825046015511,0.7238189052632865,0.007421609924875989,-1.077105820528433,1.077105820528433,nonlinear_ar1_sweep,1.05,16,4000
gamma_R,0.36337640780123337,0.2983458898205152,0.0019692417463100425,33.02312583133692,33.02312583133692,nonlinear_ar1_sweep,1.05,16,4000
PE,0.9651948781432971,0.9684098947967621,0.0020216964609805804,-1.5902568538432542,1.5902568538432542,nonlinear_ar1_sweep,1.05,17,4000
S_theta,0.7103761902758569,0.7285657502631908,0.007406626957681388,-2.455849348328476,2.455849348328476,nonlinear_ar1_sweep,1.05,17,4000
gamma_R,0.35967479808067715,0.2913452823385386,0.002215290853131663,30.844489627871653,30.844489627871653,nonlinear_ar1_sweep,1.05,17,4000
PE,0.9700569865054035,0.9750942945072388,0.0015806811193837132,-3.186795831280194,3.186795831280194,nonlinear_ar1_sweep,1.05,18,4000
S_theta,0.7189871651957955,0.734761576561042,0.0076907906030914165,-2.0510779943619517,2.0510779943619517,nonlinear_ar1_sweep,1.05,18,4000
gamma_R,0.36398343285151236,0.2917626123089925,0.0022549353277446964,32.02788995937746,32.02788995937746,nonlinear_ar1_sweep,1.05,18,4000
PE,0.9735617295230012,0.9708307078124715,0.0019132822173029951,1.427401397363874,1.427401397363874,nonlinear_ar1_sweep,1.05,19,4000
S_theta,0.7087370654358394,0.7249882106613994,0.0074841886578517055,-2.1713970569823715,2.1713970569823715,nonlinear_ar1_sweep,1.05,19,4000
gamma_R,0.3562940312971823,0.2863018955064923,0.0028408593650722045,24.637663043524515,24.637663043524515,nonlinear_ar1_sweep,1.05,19,4000
PE,0.9762409518713749,0.9764604089247174,0.0017047742039081346,-0.12873086232732642,0.12873086232732642,nonlinear_ar1_sweep,1.2,0,4000
S_theta,0.7241632956850158,0.7210220641714755,0.007578093262326701,0.41451476048156155,0.41451476048156155,nonlinear_ar1_sweep,1.2,0,4000
gamma_R,0.36405213886578225,0.2970960205423169,0.002111580198090307,31.709010334544647,31.709010334544647,nonlinear_ar1_sweep,1.2,0,4000
PE,0.9768942848693383,0.9761489231731337,0.00181543641870577,0.4105688794851372,0.4105688794851372,nonlinear_ar1_sweep,1.2,1,4000
S_theta,0.7283032610495198,0.7221609053837161,0.007973020788486471,0.7703925311061041,0.7703925311061041,nonlinear_ar1_sweep,1.2,1,4000
gamma_R,0.363902866770073,0.29887050424993,0.0020066726539394166,32.40805738418479,32.40805738418479,nonlinear_ar1_sweep,1.2,1,4000
PE,0.9725258724907793,0.9754657471950543,0.0017486382144054607,-1.6812366789516822,1.6812366789516822,nonlinear_ar1_sweep,1.2,2,4000
S_theta,0.7225495117982619,0.7285315942733063,0.007711641418521568,-0.7757210365975812,0.7757210365975812,nonlinear_ar1_sweep,1.2,2,4000
gamma_R,0.3606479221222607,0.2891922415546572,0.002325081656733303,30.732546687412867,30.732546687412867,nonlinear_ar1_sweep,1.2,2,4000
PE,0.9773476389983078,0.9782689311678503,0.0016711418087436171,-0.5512950275806616,0.5512950275806616,nonlinear_ar1_sweep,1.2,3,4000
S_theta,0.7042675599192997,0.7103150995696335,0.007366804687529092,-0.8209176036078933,0.8209176036078933,nonlinear_ar1_sweep,1.2,3,4000
gamma_R,0.3640654253953576,0.3086126313541168,0.002024698130559981,27.38817861500366,27.38817861500366,nonlinear_ar1_sweep,1.2,3,4000
PE,0.9754427092246899,0.9750664504435665,0.0016405291678015731,0.22935208255246364,0.22935208255246364,nonlinear_ar1_sweep,1.2,4,4000
S_theta,0.7144570625872968,0.740608533046022,0.006736373903336008,-3.8821286992063224,3.8821286992063224,nonlinear_ar1_sweep,1.2,4,4000
gamma_R,0.36234284310306986,0.29245130452743967,0.002154042195589149,32.44668963251866,32.44668963251866,nonlinear_ar1_sweep,1.2,4,4000
PE,0.9750796818766023,0.9757060734297319,0.001436833992793004,-0.43595262658839534,0.43595262658839534,nonlinear_ar1_sweep,1.2,5,4000
S_theta,0.7078656092114537,0.7164619856001903,0.008154850540100175,-1.0541427272597153,1.0541427272597153,nonlinear_ar1_sweep,1.2,5,4000
gamma_R,0.3606388688445952,0.2966000681568536,0.0024232297489042293,26.427044615435072,26.427044615435072,nonlinear_ar1_sweep,1.2,5,4000
PE,0.9780980206005093,0.9764166714467558,0.0018441860285914927,0.911702576468193,0.911702576468193,nonlinear_ar1_sweep,1.2,6,4000
S_theta,0.719923497824077,0.7179381942972184,0.00784524311474655,0.253058254259441,0.253058254259441,nonlinear_ar1_sweep,1.2,6,4000
gamma_R,0.362344378636295,0.3016820541231952,0.0021446035946614053,28.28603135055235,28.28603135055235,nonlinear_ar1_sweep,1.2,6,4000
PE,0.9792601148296589,0.9752885013667557,0.0017386599023684003,2.284295771411691,2.284295771411691,nonlinear_ar1_sweep,1.2,7,4000
S_theta,0.7247365527918004,0.7144382872320426,0.007943845623934017,1.2963828915217233,1.2963828915217233,nonlinear_ar1_sweep,1.2,7,4000
gamma_R,0.36053084442318184,0.3002888615445862,0.0018180758838344474,33.13502115849043,33.13502115849043,nonlinear_ar1_sweep,1.2,7,4000
PE,0.9749407188799348,0.974562674603344,0.0018819099007667984,0.20088330288117973,0.20088330288117973,nonlinear_ar1_sweep,1.2,8,4000
S_theta,0.7037490333073959,0.714270251369935,0.007757095334198335,-1.356334763110974,1.356334763110974,nonlinear_ar1_sweep,1.2,8,4000
gamma_R,0.3633979925561066,0.3031661617347809,0.0018501259189444852,32.55553052069481,32.55553052069481,nonlinear_ar1_sweep,1.2,8,4000
PE,0.9737425957938461,0.974942579819083,0.0017760412235595738,-0.6756509980280082,0.6756509980280082,nonlinear_ar1_sweep,1.2,9,4000
S_theta,0.7162307004328455,0.7386857144954242,0.007669886713401864,-2.9276852320833133,2.9276852320833133,nonlinear_ar1_sweep,1.2,9,4000
gamma_R,0.36169789426901167,0.29355421164052875,0.0026104852487113844,26.10383746168293,26.10383746168293,nonlinear_ar1_sweep,1.2,9,4000
PE,0.9770892461947488,0.9752020373428475,0.0017349147535049739,1.0877818913515225,1.0877818913515225,nonlinear_ar1_sweep,1.2,10,4000
S_theta,0.7333653582286473,0.7339016067861482,0.0081046775997818,-0.06616531637425442,0.06616531637425442,nonlinear_ar1_sweep,1.2,10,4000
gamma_R,0.3609575679830036,0.2926270882328626,0.002130176217036723,32.07738364725299,32.07738364725299,nonlinear_ar1_sweep,1.2,10,4000
PE,0.9723328632005049,0.9726237814686384,0.0018392772091066847,-0.1581698868952597,0.1581698868952597,nonlinear_ar1_sweep,1.2,11,4000
S_theta,0.7324079410344017,0.7427136544032666,0.006336899258712855,-1.626302225760533,1.626302225760533,nonlinear_ar1_sweep,1.2,11,4000
gamma_R,0.357582786780958,0.29578666241613993,0.002525964174199787,24.464370871132715,24.464370871132715,nonlinear_ar1_sweep,1.2,11,4000
PE,0.9792272755679595,0.9771840927570972,0.0015828718519843134,1.2908074701694818,1.2908074701694818,nonlinear_ar1_sweep,1.2,12,4000
S_theta,0.7140323413479662,0.7298994614821859,0.00779529511200919,-2.0354739501491426,2.0354739501491426,nonlinear_ar1_sweep,1.2,12,4000
gamma_R,0.35965041391657004,0.2969238872811839,0.0019675429449992447,31.8806391468168,31.8806391468168,nonlinear_ar1_sweep,1.2,12,4000
PE,0.9760628188270404,0.9772490743494814,0.0016721274886499788,-0.7094288745882339,0.7094288745882339,nonlinear_ar1_sweep,1.2,13,4000
S_theta,0.7331186958828239,0.733302589129003,0.006454948958942292,-0.02848872196338969,0.02848872196338969,nonlinear_ar1_sweep,1.2,13,4000
gamma_R,0.3657068128484785,0.3018495990547542,0.002412467352502803,26.469669621632768,26.469669621632768,nonlinear_ar1_sweep,1.2,13,4000
PE,0.9807200897188537,0.9773847012398567,0.001582453655131124,2.107732171607063,2.107732171607063,nonlinear_ar1_sweep,1.2,14,4000
S_theta,0.7075133111068241,0.7194270988480806,0.007926383408562039,-1.5030546880166429,1.5030546880166429,nonlinear_ar1_sweep,1.2,14,4000
gamma_R,0.36369465731190476,0.30275385723440196,0.0022425728082538176,27.174502363182775,27.174502363182775,nonlinear_ar1_sweep,1.2,14,4000
PE,0.9738103224146794,0.9743872261697323,0.0014796144585712747,-0.3899014041874047,0.3899014041874047,nonlinear_ar1_sweep,1.2,15,4000
S_theta,0.7140909440903861,0.7214419012002865,0.007273986556714675,-1.010581618839354,1.010581618839354,nonlinear_ar1_sweep,1.2,15,4000
gamma_R,0.35786803444262116,0.29436293284935844,0.002384876822978115,26.62825223566923,26.62825223566923,nonlinear_ar1_sweep,1.2,15,4000
PE,0.9673487937635455,0.9723048404987041,0.0017249836575860301,-2.873097790441774,2.873097790441774,nonlinear_ar1_sweep,1.2,16,4000
S_theta,0.7141723883375372,0.7289563923122614,0.007492176161910628,-1.9732589911439125,1.9732589911439125,nonlinear_ar1_sweep,1.2,16,4000
gamma_R,0.3671492715964698,0.29639296564988293,0.0018496275246039204,38.254353920116245,38.254353920116245,nonlinear_ar1_sweep,1.2,16,4000
PE,0.9779900816657313,0.9796094549715626,0.0017153564307397734,-0.9440447925641349,0.9440447925641349,nonlinear_ar1_sweep,1.2,17,4000
S_theta,0.7191499232198211,0.7247826131419511,0.007972648287515574,-0.7065017443388706,0.7065017443388706,nonlinear_ar1_sweep,1.2,17,4000
gamma_R,0.36575283826487714,0.30670388293799955,0.002190983696952011,26.950887589452904,26.950887589452904,nonlinear_ar1_sweep,1.2,17,4000
PE,0.9740781909405211,0.9759590635726119,0.0015004244969692975,-1.2535603330190692,1.2535603330190692,nonlinear_ar1_sweep,1.2,18,4000
S_theta,0.7165223767892178,0.7280711935465878,0.007310316387164384,-1.5797971176251182,1.5797971176251182,nonlinear_ar1_sweep,1.2,18,4000
gamma_R,0.36065265113586253,0.2895630861449319,0.002470473373470897,28.775685564687212,28.775685564687212,nonlinear_ar1_sweep,1.2,18,4000
PE,0.9794151504490234,0.9778317128251486,0.0015412451404009622,1.027375582487071,1.027375582487071,nonlinear_ar1_sweep,1.2,19,4000
S_theta,0.7243062460844164,0.724617619053082,0.007276114916379176,-0.042793849773405945,0.042793849773405945,nonlinear_ar1_sweep,1.2,19,4000
gamma_R,0.35612881034685473,0.29391817961150646,0.002354171722458444,26.42569789700055,26.42569789700055,nonlinear_ar1_sweep,1.2,19,4000
PE,0.9800154324724171,0.9798419879320914,0.0014852782299898063,0.1167757911100808,0.1167757911100808,nonlinear_ar1_sweep,1.3499999999999999,0,4000
S_theta,0.7521674794940447,0.7339136703937325,0.007218635303612795,2.528706373513089,2.528706373513089,nonlinear_ar1_sweep,1.3499999999999999,0,4000
gamma_R,0.3583639745984446,0.2902757138514177,0.0019422465648217904,35.056445448404894,35.056445448404894,nonlinear_ar1_sweep,1.3499999999999999,0,4000
PE,0.9834784131301404,0.9813628015185265,0.0013510436983876475,1.5659090924584345,1.5659090924584345,nonlinear_ar1_sweep,1.3499999999999999,1,4000
S_theta,0.7506667056005495,0.7486819364996877,0.007389088550194478,0.26860810875104785,0.26860810875104785,nonlinear_ar1_sweep,1.3499999999999999,1,4000
gamma_R,0.3592606945256711,0.2924838834609179,0.00179166025622217,37.2709116211331,37.2709116211331,nonlinear_ar1_sweep,1.3499999999999999,1,4000
PE,0.981684525514939,0.9816877637863165,0.0014498961214191282,-0.002233450610463734,0.002233450610463734,nonlinear_ar1_sweep,1.3499999999999999,2,4000
S_theta,0.7510020409025786,0.742719263324154,0.006909520367727006,1.1987485581650146,1.1987485581650146,nonlinear_ar1_sweep,1.3499999999999999,2,4000
gamma_R,0.3607306435491848,0.2940140222469686,0.002162079435837928,30.857617993281437,30.857617993281437,nonlinear_ar1_sweep,1.3499999999999999,2,4000
PE,0.9799273098803152,0.9795400350346781,0.0016734115396355377,0.23142833455146383,0.23142833455146383,nonlinear_ar1_sweep,1.3499999999999999,3,4000
S_theta,0.7420532491612605,0.7550610378527438,0.008017601495174177,-1.622403994425611,1.622403994425611,nonlinear_ar1_sweep,1.3499999999999999,3,4000
gamma_R,0.34799100860348,0.2979085495625707,0.003385353126423327,14.79386556457173,14.79386556457173,nonlinear_ar1_sweep,1.3499999999999999,3,4000
PE,0.9791452246003045,0.9799353227244082,0.001364784050132594,-0.578918052293275,0.578918052293275,nonlinear_ar1_sweep,1.3499999999999999,4,4000
S_theta,0.7269670809822579,0.7395522936072499,0.0072680502815689885,-1.7315802914719496,1.7315802914719496,nonlinear_ar1_sweep,1.3499999999999999,4,4000
gamma_R,0.36205424490011207,0.2891715831922883,0.002028431852289932,35.930544881527695,35.930544881527695,nonlinear_ar1_sweep,1.3499999999999999,4,4000
PE,0.9803161912971745,0.9811174012819031,0.0015225223493707126,-0.526238570527192,0.526238570527192,nonlinear_ar1_sweep,1.3499999999999999,5,4000
S_theta,0.7301802441129551,0.7455183628070364,0.006430891494843739,-2.385068805216095,2.385068805216095,nonlinear_ar1_sweep,1.3499999999999999,5,4000
gamma_R,0.361405337400851,0.2917199870607366,0.002025410096702639,34.405550981286176,34.405550981286176,nonlinear_ar1_sweep,1.3499999999999999,5,4000
PE,0.9836577153665487,0.9817326354403836,0.0013676125984382064,1.4076207899543325,1.4076207899543325,nonlinear_ar1_sweep,1.3499999999999999,6,4000
S_theta,0.7508689214884173,0.7512770627421959,0.007189326177245198,-0.05677044603572543,0.05677044603572543,nonlinear_ar1_sweep,1.3499999999999999,6,4000
gamma_R,0.3557402332768397,0.29015647674579786,0.0019799386071485147,33.12413642233827,33.12413642233827,nonlinear_ar1_sweep,1.3499999999999999,6,4000
PE,0.9776674695469605,0.9784836775212216,0.0014645790243379446,-0.5572986917725635,0.5572986917725635,nonlinear_ar1_sweep,1.3499999999999999,7,4000
S_theta,0.7428355755980882,0.748524934918049,0.007454360281282341,-0.7632256968108353,0.7632256968108353,nonlinear_ar1_sweep,1.3499999999999999,7,4000
